Migration	Subiteration	AvgTime	stdTime	HitRate	IslandsHitRate
0.15	60	2365.29	1861.37	0.768	0.064	0.005	0.003	0.013	0.063	0.009	0.007	0.021	0.065	0.006	0.01	0.01	0.088	0.004	0.003	0.019	0.069	0.011	0.012	0.029	0.084	0.006	0.012	0.02	0.061	0.006	0.007	0.013	0.121	0.04	0.037	0.068	0.119	0.061	0.039	0.074
0.15	70	1869.08	1301.57	0.775	0.058	0.002	0.002	0.012	0.071	0.006	0.007	0.017	0.069	0.009	0.011	0.025	0.086	0.005	0.004	0.012	0.082	0.008	0.01	0.021	0.079	0.018	0.009	0.02	0.066	0.006	0.005	0.018	0.147	0.045	0.03	0.074	0.128	0.039	0.032	0.061
0.15	80	1840.27	1173.66	0.734	0.06	0.003	0.003	0.013	0.061	0.006	0.003	0.013	0.069	0.003	0.006	0.012	0.075	0.004	0.007	0.014	0.073	0.006	0.012	0.013	0.095	0.013	0.007	0.016	0.063	0.004	0.007	0.012	0.117	0.031	0.035	0.062	0.138	0.036	0.024	0.065
0.15	90	1613.24	891.63	0.685	0.039	0.004	0.004	0.009	0.066	0.007	0.006	0.015	0.062	0.015	0.008	0.013	0.058	0.006	0.009	0.015	0.072	0.005	0.011	0.012	0.079	0.003	0.007	0.023	0.051	0.003	0.007	0.022	0.099	0.034	0.032	0.056	0.11	0.036	0.03	0.053
0.15	100	1515.64	750.315	0.655	0.041	0.003	0.004	0.008	0.051	0.007	0.006	0.012	0.048	0.008	0.009	0.013	0.069	0.01	0.008	0.011	0.073	0.014	0.015	0.016	0.066	0.01	0.006	0.02	0.055	0.009	0.006	0.012	0.095	0.029	0.021	0.043	0.097	0.031	0.018	0.056
Migration	Subiteration	AvgTime	stdTime	HitRate	IslandsHitRate
0.2	10	5778.72	6654.81	0.735	0.056	0.007	0.009	0.009	0.077	0.01	0.012	0.027	0.055	0.017	0.013	0.019	0.068	0.01	0.006	0.015	0.08	0.015	0.011	0.027	0.082	0.013	0.007	0.021	0.055	0.008	0.006	0.02	0.044	0.017	0.021	0.02	0.053	0.018	0.013	0.015
0.2	20	4887.99	5767.2	0.788	0.04	0.007	0.007	0.014	0.076	0.012	0.011	0.026	0.09	0.007	0.018	0.021	0.077	0.009	0.013	0.013	0.081	0.009	0.016	0.024	0.102	0.027	0.024	0.034	0.052	0.013	0.008	0.012	0.076	0.017	0.014	0.028	0.078	0.019	0.016	0.027
0.2	30	4360.95	5374.02	0.805	0.052	0.005	0.003	0.011	0.078	0.015	0.01	0.016	0.075	0.009	0.017	0.023	0.082	0.008	0.015	0.015	0.079	0.019	0.013	0.027	0.091	0.014	0.013	0.024	0.061	0.008	0.007	0.015	0.097	0.041	0.018	0.048	0.102	0.022	0.026	0.058
0.2	40	3308.55	3500.64	0.812	0.076	0.005	0.004	0.021	0.085	0.013	0.012	0.019	0.081	0.011	0.006	0.02	0.064	0.008	0.009	0.017	0.099	0.015	0.019	0.031	0.096	0.013	0.018	0.028	0.061	0.004	0.008	0.015	0.122	0.031	0.02	0.043	0.113	0.033	0.026	0.048
0.2	50	2720.41	2446.86	0.785	0.062	0.01	0.009	0.018	0.071	0.006	0.007	0.027	0.072	0.006	0.015	0.016	0.062	0.007	0.009	0.02	0.064	0.019	0.015	0.024	0.075	0.019	0.018	0.025	0.059	0.006	0.004	0.021	0.128	0.035	0.032	0.042	0.107	0.035	0.035	0.064
0.2	60	2315.37	1850.8	0.783	0.068	0.004	0.003	0.024	0.063	0.011	0.008	0.021	0.085	0.009	0.013	0.013	0.076	0.01	0.01	0.016	0.104	0.005	0.011	0.019	0.077	0.007	0.019	0.025	0.072	0.003	0.006	0.018	0.152	0.049	0.047	0.064	0.119	0.042	0.042	0.072
0.2	70	2016.21	1352.3	0.723	0.055	0.006	0.003	0.009	0.059	0.01	0.008	0.01	0.084	0.009	0.007	0.025	0.078	0.005	0.005	0.02	0.08	0.015	0.005	0.014	0.095	0.011	0.009	0.017	0.06	0.005	0.008	0.017	0.116	0.039	0.046	0.056	0.128	0.043	0.032	0.08
0.2	80	1945.75	1219.92	0.694	0.043	0.005	0.005	0.01	0.057	0.005	0.011	0.013	0.067	0.002	0.005	0.018	0.066	0.005	0.006	0.014	0.07	0.006	0.008	0.016	0.087	0.011	0.011	0.016	0.062	0.005	0.002	0.012	0.127	0.038	0.037	0.067	0.127	0.044	0.038	0.055
0.2	90	1562.23	877.04	0.715	0.036	0.005	0.004	0.017	0.06	0.007	0.004	0.014	0.061	0.016	0.015	0.007	0.052	0.008	0.007	0.011	0.083	0.016	0.012	0.015	0.075	0.009	0.009	0.015	0.062	0.01	0.005	0.009	0.106	0.043	0.03	0.054	0.115	0.038	0.032	0.058
0.2	100	1510.31	758.105	0.646	0.043	0.003	0.003	0.017	0.053	0.006	0.007	0.013	0.05	0.008	0.004	0.01	0.065	0.003	0.007	0.008	0.077	0.006	0.008	0.018	0.058	0.012	0.011	0.016	0.047	0.003	0.002	0.007	0.104	0.024	0.02	0.051	0.103	0.025	0.023	0.049
0.25	10	6081.26	6881	0.701	0.046	0.013	0.006	0.012	0.069	0.014	0.016	0.029	0.052	0.016	0.005	0.014	0.06	0.012	0.011	0.018	0.071	0.01	0.019	0.028	0.075	0.012	0.017	0.025	0.046	0.005	0.009	0.011	0.051	0.011	0.011	0.015	0.067	0.018	0.014	0.019
0.25	20	5153.85	6047.11	0.754	0.06	0.003	0.007	0.016	0.066	0.021	0.008	0.022	0.069	0.01	0.013	0.023	0.069	0.01	0.011	0.022	0.084	0.015	0.011	0.028	0.099	0.013	0.01	0.026	0.04	0.009	0.006	0.014	0.078	0.02	0.013	0.022	0.077	0.011	0.017	0.021
0.25	30	4447.31	5377.5	0.806	0.061	0.002	0.01	0.022	0.076	0.011	0.012	0.031	0.087	0.018	0.013	0.027	0.074	0.008	0.009	0.02	0.088	0.017	0.017	0.021	0.096	0.014	0.015	0.028	0.056	0.011	0.009	0.017	0.088	0.028	0.023	0.039	0.087	0.028	0.02	0.04
0.25	40	3312.06	3543.11	0.81	0.063	0.005	0.009	0.019	0.095	0.011	0.016	0.026	0.081	0.01	0.008	0.022	0.063	0.008	0.005	0.019	0.098	0.022	0.014	0.024	0.086	0.018	0.02	0.03	0.05	0.008	0.006	0.015	0.094	0.029	0.029	0.051	0.115	0.033	0.027	0.043
0.25	50	2746.72	2483.75	0.779	0.065	0.007	0.004	0.012	0.082	0.014	0.014	0.017	0.074	0.011	0.015	0.017	0.09	0.003	0.008	0.012	0.089	0.011	0.015	0.027	0.093	0.015	0.015	0.019	0.067	0.004	0.01	0.01	0.117	0.035	0.03	0.061	0.124	0.039	0.026	0.055
0.25	60	2385.57	1890.73	0.758	0.044	0.002	0.007	0.011	0.074	0.009	0.008	0.016	0.064	0.009	0.007	0.027	0.074	0.008	0.009	0.017	0.096	0.014	0.009	0.02	0.077	0.007	0.011	0.018	0.061	0.005	0.005	0.022	0.131	0.045	0.036	0.065	0.11	0.043	0.041	0.066
0.25	70	1971.66	1349.53	0.735	0.058	0.002	0.004	0.014	0.073	0.007	0.005	0.016	0.068	0.008	0.006	0.016	0.077	0.004	0.008	0.015	0.07	0.012	0.016	0.02	0.072	0.012	0.012	0.021	0.07	0.006	0.004	0.016	0.115	0.048	0.041	0.069	0.135	0.047	0.029	0.073
0.25	80	1824.13	1175.65	0.734	0.055	0.005	0.005	0.012	0.077	0.008	0.008	0.014	0.066	0.012	0.01	0.019	0.082	0.009	0.006	0.013	0.076	0.012	0.01	0.018	0.091	0.014	0.009	0.026	0.067	0.009	0.003	0.016	0.123	0.043	0.04	0.074	0.115	0.048	0.04	0.063
0.25	90	1671.79	903.202	0.664	0.051	0.002	0.001	0.014	0.061	0.006	0.003	0.017	0.057	0.014	0.011	0.019	0.055	0.007	0.007	0.01	0.072	0.01	0.005	0.019	0.079	0.013	0.011	0.013	0.058	0.005	0.007	0.009	0.105	0.031	0.021	0.053	0.103	0.033	0.022	0.046
0.25	100	1511.6	755.084	0.66	0.042	0.005	0.003	0.013	0.059	0.007	0.01	0.013	0.045	0.003	0.007	0.01	0.064	0.007	0.003	0.007	0.068	0.006	0.006	0.013	0.07	0.007	0.008	0.021	0.049	0.008	0.003	0.012	0.102	0.021	0.027	0.043	0.087	0.028	0.028	0.032
0.3	10	6734.53	7169.76	0.653	0.054	0.012	0.004	0.013	0.057	0.008	0.013	0.013	0.054	0.011	0.013	0.025	0.061	0.012	0.008	0.023	0.075	0.01	0.013	0.02	0.075	0.014	0.013	0.03	0.044	0.009	0.004	0.012	0.063	0.009	0.008	0.016	0.045	0.008	0.011	0.022
0.3	20	5086.31	6033.43	0.756	0.049	0.008	0.007	0.018	0.079	0.016	0.015	0.024	0.078	0.01	0.007	0.023	0.073	0.01	0.011	0.017	0.085	0.013	0.019	0.024	0.095	0.02	0.013	0.026	0.044	0.011	0.005	0.018	0.081	0.016	0.013	0.015	0.076	0.011	0.009	0.025
0.3	30	4910.8	5684.8	0.772	0.062	0.005	0.005	0.012	0.079	0.011	0.01	0.026	0.08	0.008	0.011	0.021	0.068	0.011	0.006	0.023	0.073	0.021	0.02	0.027	0.101	0.014	0.018	0.024	0.056	0.008	0.006	0.016	0.097	0.026	0.022	0.045	0.099	0.013	0.012	0.038
