Elitism	Mutation	AvgTime	stdTime	HitRate	IslandsHitRate
0.05	0.05	3421.2	2524.34	0.671	0.034	0.007	0.006	0.01	0.05	0.01	0.006	0.018	0.044	0.015	0.013	0.015	0.045	0.006	0.006	0.018	0.051	0.014	0.009	0.011	0.034	0.009	0.01	0.021	0.039	0.012	0.009	0.011	0.072	0.037	0.03	0.05	0.093	0.05	0.035	0.044
0.05	0.1	3222.21	2570.58	0.703	0.034	0.008	0	0.015	0.045	0.009	0.006	0.015	0.062	0.011	0.005	0.018	0.052	0.01	0.007	0.014	0.048	0.009	0.01	0.017	0.064	0.011	0.011	0.018	0.039	0.007	0.006	0.011	0.095	0.044	0.04	0.052	0.096	0.035	0.047	0.05
0.05	0.15	2953.62	2526.24	0.753	0.048	0.004	0.005	0.015	0.057	0.008	0.011	0.013	0.057	0.008	0.011	0.015	0.062	0.008	0.008	0.017	0.073	0.004	0.014	0.011	0.07	0.009	0.009	0.016	0.048	0.006	0.004	0.012	0.105	0.042	0.032	0.054	0.126	0.041	0.041	0.049
0.05	0.2	2869.73	2520.59	0.767	0.052	0.006	0.007	0.011	0.073	0.014	0.011	0.017	0.057	0.009	0.006	0.023	0.059	0.011	0.009	0.012	0.079	0.018	0.015	0.018	0.082	0.013	0.012	0.021	0.057	0.01	0.008	0.015	0.115	0.04	0.036	0.064	0.1	0.039	0.044	0.066
0.05	0.25	2642	2432.06	0.806	0.062	0.007	0.009	0.011	0.061	0.011	0.009	0.021	0.074	0.004	0.006	0.024	0.064	0.009	0.006	0.009	0.073	0.009	0.011	0.018	0.092	0.009	0.013	0.022	0.062	0.006	0.009	0.022	0.126	0.046	0.039	0.061	0.118	0.045	0.029	0.062
0.05	0.3	2734.07	2456.21	0.801	0.058	0.012	0.004	0.013	0.068	0.011	0.013	0.032	0.071	0.009	0.012	0.022	0.081	0.005	0.006	0.018	0.093	0.013	0.015	0.02	0.088	0.014	0.012	0.036	0.067	0.009	0.003	0.009	0.126	0.029	0.032	0.062	0.12	0.037	0.033	0.055
0.1	0.05	3358.06	2455.34	0.662	0.038	0.008	0.005	0.01	0.053	0.009	0.008	0.016	0.054	0.011	0.011	0.015	0.042	0.008	0.002	0.019	0.051	0.009	0.006	0.009	0.048	0.006	0.013	0.015	0.044	0.013	0.005	0.009	0.088	0.037	0.035	0.035	0.066	0.042	0.025	0.053
0.1	0.1	3184.32	2502.02	0.692	0.046	0.006	0.006	0.011	0.062	0.009	0.004	0.022	0.059	0.009	0.011	0.02	0.049	0.009	0.003	0.013	0.063	0.007	0.008	0.022	0.062	0.006	0.012	0.014	0.047	0.007	0.004	0.012	0.102	0.043	0.033	0.037	0.107	0.033	0.036	0.041
0.1	0.15	2821.66	2457	0.746	0.058	0.002	0.006	0.016	0.068	0.008	0.007	0.019	0.069	0.01	0.006	0.012	0.057	0.005	0.01	0.013	0.071	0.014	0.011	0.023	0.085	0.005	0.008	0.013	0.076	0.006	0.007	0.016	0.1	0.051	0.035	0.058	0.09	0.051	0.035	0.044
0.1	0.2	2706.13	2417.9	0.777	0.058	0.004	0.002	0.015	0.063	0.01	0.006	0.023	0.086	0.013	0.009	0.024	0.068	0.005	0.009	0.014	0.082	0.021	0.011	0.018	0.079	0.011	0.01	0.019	0.071	0.007	0.005	0.02	0.115	0.041	0.036	0.052	0.105	0.041	0.035	0.05
0.1	0.25	2750.78	2482.32	0.77	0.055	0.005	0.006	0.013	0.074	0.01	0.013	0.019	0.078	0.009	0.007	0.026	0.074	0.006	0.01	0.018	0.091	0.011	0.011	0.028	0.089	0.009	0.007	0.02	0.068	0.008	0.008	0.02	0.11	0.035	0.034	0.068	0.13	0.04	0.029	0.064
0.1	0.3	2666.15	2441.12	0.791	0.067	0.014	0.004	0.012	0.078	0.005	0.007	0.027	0.075	0.015	0.015	0.025	0.071	0.012	0.01	0.018	0.087	0.007	0.018	0.031	0.092	0.013	0.016	0.019	0.065	0.007	0.005	0.015	0.116	0.048	0.034	0.059	0.129	0.031	0.036	0.072
0.15	0.05	3382.24	2413.7	0.628	0.032	0.004	0.002	0.013	0.072	0.007	0.005	0.013	0.049	0.006	0.007	0.024	0.036	0.004	0.003	0.006	0.056	0.007	0.002	0.013	0.046	0.006	0.011	0.015	0.036	0.007	0.004	0.008	0.091	0.037	0.03	0.03	0.068	0.021	0.029	0.041
0.15	0.1	3120.26	2453.47	0.685	0.049	0.007	0.003	0.01	0.063	0.011	0.013	0.015	0.061	0.004	0.007	0.018	0.05	0.006	0.003	0.011	0.068	0.008	0.015	0.015	0.062	0.007	0.014	0.014	0.041	0.007	0.005	0.013	0.1	0.044	0.037	0.035	0.083	0.035	0.031	0.049
