Tasks:5	Robots:3
Iteration	timeToScheduling	scheduledPercentage	fitnessExpected	fitnessObtained	energyExpected	energyObtained	timeExpected	timeObtained	payloadExpected	payloadObtained	meanNormEnergyE	stdNormEnergyE	meanNormEnergyO	stdNormEnergyO	meanNormPayloadE	stdNormPayloadE	meanNormPayloadO	stdNormPayloadO
17	420	1.000000	1.003646	1.003646	0.007593	0.007593	130.107907	130.107907	8	8	0.909091	0.000000	0.909091	0.000000	0.574074	0.394144	0.574074	0.394144
18	424	1.000000	1.002107	1.002107	0.005410	0.005410	123.131557	123.131557	35	35	0.909091	0.000000	0.909091	0.000000	0.874603	0.117643	0.874603	0.117643
19	422	1.000000	1.010331	1.010331	0.019729	0.019729	380.266102	380.266102	20	20	0.606061	0.524864	0.606061	0.524864	0.625000	0.544862	0.625000	0.544862
20	523	1.000000	1.005209	1.003104	0.009372	0.006666	211.605260	143.204682	9	9	0.606061	0.524864	0.485673	0.457732	0.351852	0.431525	0.324074	0.385234
21	424	1.000000	1.006828	1.006828	0.013608	0.013608	218.999094	218.999094	16	16	0.606061	0.524864	0.606061	0.524864	0.483333	0.419325	0.483333	0.419325
22	422	1.000000	1.009335	1.006693	0.015387	0.013015	284.196190	224.730887	10	10	0.606061	0.524864	0.475618	0.456008	0.555556	0.509175	0.520833	0.501300
23	425	1.000000	1.006143	1.006143	0.011276	0.011276	242.685042	242.685042	25	25	0.909091	0.000000	0.909091	0.000000	1.000000	0.000000	1.000000	0.000000
24	424	1.000000	1.007983	1.007983	0.018887	0.018887	306.339574	306.339574	5	5	0.909091	0.000000	0.909091	0.000000	0.700000	0.519615	0.700000	0.519615
25	440	0.800000	1.004420	163.604615	0.009273	0.005447	171.229870	102.278886	13	10	0.909091	0.000000	0.626488	0.733138	0.866667	0.230940	0.588889	0.583413
26	422	1.000000	1.005061	1.004137	0.012708	0.011789	244.659319	225.223305	21	21	0.606061	0.524864	0.553019	0.495177	0.455556	0.394875	0.473016	0.419516
27	422	1.000000	1.013178	1.007276	0.021495	0.015333	497.688863	357.391742	31	31	0.606061	0.524864	0.428284	0.371707	0.504762	0.439232	0.505556	0.447317
28	424	1.000000	1.002463	1.002463	0.007449	0.007449	137.395517	137.395517	33	33	0.606061	0.524864	0.606061	0.524864	0.611111	0.529238	0.611111	0.529238
29	422	1.000000	1.002830	1.002830	0.006740	0.006740	105.995832	105.995832	38	38	0.606061	0.524864	0.606061	0.524864	0.666667	0.577350	0.666667	0.577350
30	423	1.000000	1.008352	1.008352	0.016230	0.016230	321.817606	321.817606	29	29	0.606061	0.524864	0.606061	0.524864	0.597222	0.527595	0.597222	0.527595
31	421	1.000000	1.005780	1.005780	0.011176	0.011176	261.310248	261.310248	31	31	0.606061	0.524864	0.606061	0.524864	0.574074	0.516199	0.574074	0.516199
32	420	1.000000	1.006661	1.002879	0.011834	0.006895	234.431569	143.052772	21	21	0.909091	0.000000	0.731778	0.307114	0.861905	0.119807	0.822222	0.167774
33	697	1.000000	1.004350	1.003420	0.009144	0.008214	169.301266	150.617315	24	24	0.606061	0.524864	0.521097	0.468934	0.619048	0.540848	0.619048	0.540848
34	419	1.000000	1.003770	1.002725	0.006891	0.005812	138.993719	116.423571	20	20	0.606061	0.524864	0.545126	0.496398	0.600000	0.529150	0.600000	0.529150
35	420	1.000000	1.008266	1.003878	0.013609	0.009222	220.764418	152.521196	14	14	0.606061	0.524864	0.500280	0.461396	0.533333	0.503322	0.533333	0.503322
36	418	1.000000	1.003233	1.002065	0.006580	0.005412	106.195694	86.463440	8	8	0.606061	0.524864	0.527968	0.472000	0.479167	0.501300	0.479167	0.501300
37	419	1.000000	1.002945	1.002945	0.008273	0.008273	132.426515	132.426515	28	28	0.909091	0.000000	0.909091	0.000000	0.800000	0.264575	0.800000	0.264575
38	449	1.000000	1.001792	1.001792	0.005724	0.005724	117.420971	117.420971	25	25	0.909091	0.000000	0.909091	0.000000	0.805556	0.173472	0.805556	0.173472
39	420	1.000000	1.006812	1.006812	0.015020	0.015020	292.966557	292.966557	14	14	0.909091	0.000000	0.909091	0.000000	0.772222	0.325036	0.772222	0.325036
40	422	1.000000	1.009243	1.009243	0.017652	0.017652	289.156248	289.156248	19	19	0.606061	0.524864	0.606061	0.524864	0.523810	0.501698	0.523810	0.501698
41	423	1.000000	1.005873	1.005176	0.010607	0.009900	175.402361	163.592851	16	16	0.909091	0.000000	0.767799	0.155326	0.878307	0.112613	0.888889	0.192450
42	421	1.000000	1.005869	1.004875	0.013264	0.011652	199.086982	175.248618	10	10	0.606061	0.524864	0.563172	0.497075	0.666667	0.577350	0.666667	0.577350
43	419	1.000000	1.004227	1.004227	0.008228	0.008228	155.121730	155.121730	16	16	0.909091	0.000000	0.909091	0.000000	0.851852	0.256600	0.851852	0.256600
44	420	1.000000	1.004046	1.004046	0.007908	0.007908	130.711070	130.711070	21	21	0.606061	0.524864	0.606061	0.524864	0.633333	0.550757	0.633333	0.550757
45	419	1.000000	1.006990	1.006806	0.012133	0.011949	223.545326	220.197176	39	39	0.909091	0.000000	0.902477	0.011456	0.986111	0.024056	0.986111	0.024056
46	420	1.000000	1.003233	1.003233	0.007635	0.007635	139.327400	139.327400	13	13	0.909091	0.000000	0.909091	0.000000	0.875000	0.216506	0.875000	0.216506
47	420	1.000000	1.003969	1.003969	0.009058	0.009058	160.084665	160.084665	41	41	0.909091	0.000000	0.909091	0.000000	0.931481	0.075836	0.931481	0.075836
48	429	1.000000	1.004986	1.001893	0.008007	0.004759	192.536975	115.741580	16	16	0.909091	0.000000	0.487951	0.483325	0.687500	0.272431	0.377778	0.401848
49	424	1.000000	1.005559	1.005559	0.012387	0.012387	218.352963	218.352963	15	15	0.909091	0.000000	0.909091	0.000000	0.791667	0.360844	0.791667	0.360844
50	424	1.000000	1.005718	1.005718	0.012212	0.012212	251.183172	251.183172	34	34	0.909091	0.000000	0.909091	0.000000	0.905093	0.114601	0.905093	0.114601
51	429	1.000000	1.004123	1.004123	0.006715	0.006715	134.041694	134.041694	8	8	0.909091	0.000000	0.909091	0.000000	0.888889	0.192450	0.888889	0.192450
52	421	1.000000	1.003814	1.003814	0.008265	0.008265	135.400178	135.400178	27	27	0.909091	0.000000	0.909091	0.000000	0.925926	0.128300	0.925926	0.128300
53	422	1.000000	1.008393	1.008393	0.015860	0.015860	275.034079	275.034079	8	8	0.909091	0.000000	0.909091	0.000000	0.683333	0.388373	0.683333	0.388373
54	418	0.800000	1.009630	252.504617	0.016555	0.007763	432.261173	203.808379	9	8	0.606061	0.524864	0.564573	0.730308	0.500000	0.500000	0.462963	0.504098
55	424	1.000000	1.004861	1.004861	0.009182	0.009182	170.804894	170.804894	13	13	0.909091	0.000000	0.909091	0.000000	0.583333	0.363242	0.583333	0.363242
56	421	1.000000	1.004388	1.002598	0.007192	0.005364	146.244345	111.658548	24	24	0.909091	0.000000	0.709991	0.187671	0.920635	0.137464	0.952381	0.082479
57	420	1.000000	1.003735	1.003735	0.008415	0.008415	181.175570	181.175570	15	15	0.606061	0.524864	0.606061	0.524864	0.574074	0.516199	0.574074	0.516199
58	418	1.000000	1.004098	1.004098	0.008566	0.008566	135.161678	135.161678	26	26	0.606061	0.524864	0.606061	0.524864	0.619048	0.540848	0.619048	0.540848
59	418	1.000000	1.008189	1.008189	0.016043	0.016043	277.285669	277.285669	32	32	0.909091	0.000000	0.909091	0.000000	0.816667	0.160728	0.816667	0.160728
60	450	1.000000	1.003969	1.003969	0.006846	0.006846	130.875887	130.875887	31	31	0.606061	0.524864	0.606061	0.524864	0.600000	0.529150	0.600000	0.529150
61	422	1.000000	1.002048	1.002048	0.006048	0.006048	134.274714	134.274714	9	9	0.909091	0.000000	0.909091	0.000000	0.685185	0.274049	0.685185	0.274049
62	473	1.000000	1.003390	1.002061	0.008064	0.006553	179.185153	151.758950	20	20	0.909091	0.000000	0.595281	0.515782	0.883333	0.125831	0.529167	0.470428
63	504	1.000000	1.003703	1.003703	0.011137	0.011137	186.699100	186.699100	43	43	0.606061	0.524864	0.606061	0.524864	0.625000	0.544862	0.625000	0.544862
64	424	1.000000	1.002956	1.002956	0.007982	0.007982	152.782158	152.782158	19	19	0.909091	0.000000	0.909091	0.000000	0.641667	0.350297	0.641667	0.350297
65	435	1.000000	1.004314	1.004314	0.009150	0.009150	144.000639	144.000639	34	34	0.606061	0.524864	0.606061	0.524864	0.591270	0.512919	0.591270	0.512919
66	426	1.000000	1.005380	1.005380	0.009269	0.009269	227.633812	227.633812	10	10	0.909091	0.000000	0.909091	0.000000	0.857143	0.247436	0.857143	0.247436
67	424	1.000000	1.003226	1.003226	0.006547	0.006547	128.693162	128.693162	27	27	0.909091	0.000000	0.909091	0.000000	0.733333	0.251661	0.733333	0.251661
68	420	1.000000	1.003735	1.003735	0.008841	0.008841	208.978645	208.978645	24	24	0.606061	0.524864	0.606061	0.524864	0.555556	0.509175	0.555556	0.509175
69	419	1.000000	1.006500	1.006500	0.018314	0.018314	348.297671	348.297671	27	27	0.909091	0.000000	0.909091	0.000000	0.900000	0.173205	0.900000	0.173205
70	421	1.000000	1.004178	1.001529	0.009198	0.007096	191.331901	147.569820	21	21	0.606061	0.524864	0.467255	0.404656	0.633333	0.550757	0.622222	0.542969
71	420	1.000000	1.006869	1.005523	0.013575	0.011916	267.662645	238.451344	7	7	0.909091	0.000000	0.794802	0.099010	0.866667	0.230940	0.866667	0.230940
72	419	1.000000	1.004569	1.004569	0.007750	0.007750	149.356210	149.356210	21	21	0.909091	0.000000	0.909091	0.000000	0.944444	0.096225	0.944444	0.096225
73	419	1.000000	1.004784	1.004784	0.009568	0.009568	169.978046	169.978046	21	21	0.909091	0.000000	0.909091	0.000000	0.668981	0.292685	0.668981	0.292685
74	427	1.000000	1.009244	1.009244	0.019050	0.019050	325.496919	325.496919	22	22	0.909091	0.000000	0.909091	0.000000	0.888889	0.192450	0.888889	0.192450
75	420	1.000000	1.001863	1.001863	0.005324	0.005324	93.239506	93.239506	34	34	0.606061	0.524864	0.606061	0.524864	0.575000	0.516599	0.575000	0.516599
76	419	1.000000	1.006231	1.006231	0.012222	0.012222	196.633898	196.633898	12	12	0.909091	0.000000	0.909091	0.000000	0.722222	0.254588	0.722222	0.254588
77	419	1.000000	1.003627	1.002221	0.008011	0.006570	153.388145	125.842444	17	17	0.909091	0.000000	0.823994	0.177835	0.944444	0.096225	0.916667	0.072169
78	427	1.000000	1.007675	1.005911	0.014761	0.013343	266.505362	242.449762	28	28	0.606061	0.524864	0.543153	0.472061	0.453968	0.401396	0.453175	0.413356
79	419	1.000000	1.008123	1.008123	0.017961	0.017961	277.484156	277.484156	16	16	0.909091	0.000000	0.909091	0.000000	0.700000	0.264575	0.700000	0.264575
80	469	1.000000	1.007088	1.007088	0.020655	0.020655	319.107423	319.107423	12	12	0.606061	0.524864	0.606061	0.524864	0.192857	0.217476	0.192857	0.217476
81	425	1.000000	1.005634	1.005634	0.012572	0.012572	214.476807	214.476807	24	24	0.606061	0.524864	0.606061	0.524864	0.629630	0.548098	0.629630	0.548098
82	427	0.800000	1.003901	210.731763	0.007951	0.005911	167.591191	123.226520	12	11	0.909091	0.000000	0.738901	0.152873	0.875000	0.216506	1.125000	1.205456
83	433	1.000000	1.006330	1.003506	0.011632	0.008807	246.808902	185.693591	47	47	0.909091	0.000000	0.804311	0.181485	0.988889	0.019245	0.988889	0.019245
84	426	1.000000	1.005982	1.005982	0.010563	0.010563	175.538874	175.538874	31	31	0.606061	0.524864	0.606061	0.524864	0.604167	0.531556	0.604167	0.531556
85	421	1.000000	1.005033	1.005033	0.012630	0.012630	212.749681	212.749681	12	12	0.909091	0.000000	0.909091	0.000000	0.741667	0.224072	0.741667	0.224072
86	424	1.000000	1.003600	1.003120	0.010361	0.009882	217.523680	209.141460	20	20	0.606061	0.524864	0.579255	0.503258	0.666667	0.577350	0.666667	0.577350
87	428	1.000000	1.004019	1.004019	0.012304	0.012304	234.760013	234.760013	28	28	0.909091	0.000000	0.909091	0.000000	0.913580	0.149683	0.913580	0.149683
88	426	1.000000	1.003287	1.003287	0.009765	0.009765	188.424602	188.424602	16	16	0.909091	0.000000	0.909091	0.000000	0.744444	0.236487	0.744444	0.236487
89	419	1.000000	1.008886	1.008886	0.017672	0.017672	338.829967	338.829967	28	28	0.909091	0.000000	0.909091	0.000000	0.976190	0.041239	0.976190	0.041239
90	423	1.000000	1.005485	1.005485	0.009021	0.009021	227.511567	227.511567	15	15	0.909091	0.000000	0.909091	0.000000	0.888889	0.192450	0.888889	0.192450
91	422	1.000000	1.006607	1.006607	0.017555	0.017555	352.251138	352.251138	28	28	0.606061	0.524864	0.606061	0.524864	0.544444	0.471797	0.544444	0.471797
92	421	1.000000	1.003502	1.003502	0.006982	0.006982	182.146898	182.146898	19	19	0.909091	0.000000	0.909091	0.000000	0.928571	0.123718	0.928571	0.123718
93	421	1.000000	1.002556	1.002556	0.005869	0.005869	108.817325	108.817325	15	15	0.606061	0.524864	0.606061	0.524864	0.476190	0.501698	0.476190	0.501698
94	540	1.000000	1.004849	1.004849	0.011159	0.011159	214.981486	214.981486	5	5	0.606061	0.524864	0.606061	0.524864	0.500000	0.500000	0.500000	0.500000
95	433	1.000000	1.007728	1.004480	0.014801	0.011258	246.519558	184.713165	19	19	0.909091	0.000000	0.755089	0.266739	0.736111	0.354371	0.652778	0.334200
96	431	1.000000	1.004931	1.004931	0.012219	0.012219	209.289440	209.289440	22	22	0.909091	0.000000	0.909091	0.000000	0.966667	0.057735	0.966667	0.057735
97	428	1.000000	1.001931	1.001931	0.005297	0.005297	109.936993	109.936993	23	23	0.909091	0.000000	0.909091	0.000000	0.925926	0.128300	0.925926	0.128300
98	431	1.000000	1.002773	1.002773	0.005427	0.005427	104.602601	104.602601	12	12	0.909091	0.000000	0.909091	0.000000	0.916667	0.144338	0.916667	0.144338
99	425	1.000000	1.007354	1.007354	0.017370	0.017370	275.634702	275.634702	44	44	0.606061	0.524864	0.606061	0.524864	0.624074	0.541669	0.624074	0.541669
100	421	1.000000	1.006413	1.006413	0.012374	0.012374	245.220087	245.220087	19	19	0.909091	0.000000	0.909091	0.000000	0.888889	0.192450	0.888889	0.192450
101	447	1.000000	1.004205	1.004205	0.007833	0.007833	142.615653	142.615653	22	22	0.909091	0.000000	0.909091	0.000000	0.911111	0.101835	0.911111	0.101835
102	419	1.000000	1.007648	1.007648	0.013452	0.013452	222.151552	222.151552	33	33	0.909091	0.000000	0.909091	0.000000	0.958333	0.072169	0.958333	0.072169
103	419	1.000000	1.002985	1.002985	0.006172	0.006172	123.003682	123.003682	25	25	0.909091	0.000000	0.909091	0.000000	0.895833	0.180422	0.895833	0.180422
104	439	1.000000	1.001319	1.001319	0.003864	0.003864	98.897269	98.897269	24	24	0.606061	0.524864	0.606061	0.524864	0.388007	0.336191	0.388007	0.336191
105	419	1.000000	1.002049	1.002049	0.005609	0.005609	147.359707	147.359707	21	21	0.909091	0.000000	0.909091	0.000000	0.763889	0.205537	0.763889	0.205537
106	419	1.000000	1.002868	1.001869	0.004936	0.004222	117.184112	97.881420	13	13	0.909091	0.000000	0.786259	0.312832	0.633333	0.321455	0.614815	0.334320
107	424	1.000000	1.003934	1.003934	0.008417	0.008417	173.959371	173.959371	16	16	0.909091	0.000000	0.909091	0.000000	0.715278	0.343803	0.715278	0.343803
108	423	1.000000	1.002558	1.001325	0.005210	0.004270	126.950793	103.699596	21	21	0.909091	0.000000	0.768428	0.123091	0.694444	0.336788	0.694444	0.336788
109	422	1.000000	1.003401	1.003401	0.006367	0.006367	140.385820	140.385820	7	7	0.909091	0.000000	0.909091	0.000000	0.888889	0.192450	0.888889	0.192450
110	424	1.000000	1.004667	1.004667	0.013079	0.013079	245.055636	245.055636	23	23	0.606061	0.524864	0.606061	0.524864	0.537037	0.504098	0.537037	0.504098
111	425	1.000000	1.007398	1.007398	0.014576	0.014576	320.151485	320.151485	15	15	0.909091	0.000000	0.909091	0.000000	0.733333	0.230940	0.733333	0.230940
112	426	1.000000	1.005497	1.005497	0.011064	0.011064	247.290134	247.290134	13	13	0.606061	0.524864	0.606061	0.524864	0.566667	0.513160	0.566667	0.513160
113	426	1.000000	1.004986	1.004986	0.013072	0.013072	242.483600	242.483600	11	11	0.909091	0.000000	0.909091	0.000000	0.866667	0.230940	0.866667	0.230940
114	424	1.000000	1.005717	1.004378	0.010251	0.008373	205.530018	165.207090	30	30	0.909091	0.000000	0.793682	0.171253	1.000000	0.000000	0.952381	0.082479
115	436	1.000000	1.003063	1.001355	0.007300	0.005777	157.893368	126.967240	19	19	0.909091	0.000000	0.739320	0.230486	0.779762	0.195887	0.717262	0.281262
116	426	1.000000	1.004840	1.004840	0.009175	0.009175	203.099807	203.099807	29	29	0.909091	0.000000	0.909091	0.000000	0.887302	0.119554	0.887302	0.119554
117	421	1.000000	1.004143	1.004143	0.008574	0.008574	203.117244	203.117244	13	13	0.909091	0.000000	0.909091	0.000000	0.851852	0.256600	0.851852	0.256600
118	421	1.000000	1.005682	1.005682	0.012058	0.012058	247.889196	247.889196	9	9	0.909091	0.000000	0.909091	0.000000	0.944444	0.096225	0.944444	0.096225
119	499	1.000000	1.012170	1.012170	0.022543	0.022543	353.737241	353.737241	29	29	0.909091	0.000000	0.909091	0.000000	0.800926	0.188569	0.800926	0.188569
120	422	1.000000	1.005219	1.001278	0.013404	0.008292	232.374297	150.732968	15	15	0.909091	0.000000	0.606061	0.524864	0.750000	0.250000	0.583333	0.520416
121	424	1.000000	1.007998	1.006720	0.015596	0.014437	243.776432	223.584774	22	22	0.909091	0.000000	0.741936	0.144842	0.833333	0.288675	0.841667	0.194186
122	421	1.000000	1.003221	1.003221	0.007088	0.007088	153.849369	153.849369	37	37	0.909091	0.000000	0.909091	0.000000	0.925926	0.128300	0.925926	0.128300
123	425	1.000000	1.003974	1.003974	0.009966	0.009966	238.566250	238.566250	16	16	0.909091	0.000000	0.909091	0.000000	0.733333	0.251661	0.733333	0.251661
124	446	1.000000	1.007529	1.005579	0.011463	0.009496	190.217421	141.722760	35	35	0.909091	0.000000	0.575179	0.500269	0.811111	0.171053	0.575000	0.516599
125	432	1.000000	1.001452	1.001452	0.003854	0.003854	76.810965	76.810965	19	19	0.606061	0.524864	0.606061	0.524864	0.493827	0.500114	0.493827	0.500114
126	429	1.000000	1.003713	1.002249	0.009020	0.007555	172.295155	144.915239	18	18	0.606061	0.524864	0.544162	0.480318	0.504630	0.456506	0.504630	0.456506
127	424	1.000000	1.006009	1.005655	0.012529	0.012103	244.480457	236.440641	20	20	0.909091	0.000000	0.883090	0.022978	0.773810	0.215275	0.773810	0.215275
128	423	1.000000	1.006572	1.006572	0.013551	0.013551	232.498907	232.498907	15	15	0.909091	0.000000	0.909091	0.000000	0.666667	0.288675	0.666667	0.288675
129	425	1.000000	1.008998	1.008998	0.016228	0.016228	310.290556	310.290556	26	26	0.909091	0.000000	0.909091	0.000000	0.942857	0.051508	0.942857	0.051508
130	421	1.000000	1.005766	1.005470	0.010046	0.009916	243.788422	240.605785	29	29	0.606061	0.524864	0.595692	0.516607	0.438889	0.390986	0.458333	0.438986
131	426	1.000000	1.006518	1.003005	0.010553	0.006701	180.081368	115.314312	17	17	0.606061	0.524864	0.416992	0.376562	0.622222	0.542969	0.583333	0.520416
132	608	1.000000	1.002328	1.001325	0.005056	0.004050	90.417032	72.743347	36	36	0.606061	0.524864	0.452749	0.445593	0.569444	0.493593	0.560185	0.486376
133	425	1.000000	1.005773	1.005773	0.012570	0.012570	315.164300	315.164300	20	20	0.909091	0.000000	0.909091	0.000000	0.854167	0.157288	0.854167	0.157288
134	418	1.000000	1.001971	1.001603	0.005166	0.004794	108.403796	100.937981	22	22	0.909091	0.000000	0.858277	0.048507	0.851852	0.169725	0.888889	0.096225
135	422	1.000000	1.002718	1.002718	0.005444	0.005444	121.344870	121.344870	30	30	0.909091	0.000000	0.909091	0.000000	0.862500	0.159589	0.862500	0.159589
136	422	1.000000	1.004155	1.004155	0.009683	0.009683	196.857336	196.857336	10	10	0.606061	0.524864	0.606061	0.524864	0.566667	0.513160	0.566667	0.513160
137	421	1.000000	1.002426	1.002426	0.006333	0.006333	115.160718	115.160718	21	21	0.606061	0.524864	0.606061	0.524864	0.559524	0.510519	0.559524	0.510519
138	545	1.000000	1.010388	1.010388	0.020173	0.020173	352.250764	352.250764	15	15	0.606061	0.524864	0.606061	0.524864	0.555556	0.509175	0.555556	0.509175
139	428	1.000000	1.002994	1.002994	0.006305	0.006305	148.926161	148.926161	26	26	0.909091	0.000000	0.909091	0.000000	0.888889	0.192450	0.888889	0.192450
140	425	1.000000	1.003640	1.003640	0.009233	0.009233	187.773399	187.773399	20	20	0.909091	0.000000	0.909091	0.000000	0.840278	0.156366	0.840278	0.156366
141	419	1.000000	1.012969	1.012969	0.023157	0.023157	457.990543	457.990543	20	20	0.909091	0.000000	0.909091	0.000000	0.877778	0.107152	0.877778	0.107152
142	421	1.000000	1.003801	1.001874	0.006835	0.004667	148.243618	102.108792	17	17	0.606061	0.524864	0.417482	0.362603	0.569444	0.493593	0.555556	0.488289
143	419	1.000000	1.005388	1.005388	0.010247	0.010247	171.905315	171.905315	26	26	0.606061	0.524864	0.606061	0.524864	0.625000	0.544862	0.625000	0.544862
144	419	1.000000	1.008927	1.008927	0.020183	0.020183	519.703039	519.703039	27	27	0.606061	0.524864	0.606061	0.524864	0.625000	0.544862	0.625000	0.544862
145	441	1.000000	1.003075	1.001142	0.005327	0.002719	93.566738	52.598278	17	17	0.909091	0.000000	0.478344	0.456411	0.733333	0.251661	0.333333	0.288675
146	418	1.000000	1.003997	1.003289	0.009540	0.008900	186.725742	176.786178	11	11	0.909091	0.000000	0.820465	0.093202	0.666667	0.333333	0.666667	0.333333
147	422	1.000000	1.004302	1.004302	0.009539	0.009539	180.153614	180.153614	27	27	0.909091	0.000000	0.909091	0.000000	0.722222	0.254588	0.722222	0.254588
148	418	1.000000	1.005412	1.005412	0.013366	0.013366	236.458059	236.458059	10	10	0.909091	0.000000	0.909091	0.000000	0.595238	0.366543	0.595238	0.366543
149	420	1.000000	1.008823	1.008823	0.016438	0.016438	317.194505	317.194505	31	31	0.909091	0.000000	0.909091	0.000000	0.976190	0.041239	0.976190	0.041239
150	421	1.000000	1.007169	1.004461	0.015114	0.012049	263.842108	203.650820	33	33	0.909091	0.000000	0.602106	0.521459	0.755556	0.250185	0.461111	0.429578
151	420	1.000000	1.004902	1.004902	0.011109	0.011109	172.903948	172.903948	21	21	0.606061	0.524864	0.606061	0.524864	0.550926	0.479586	0.550926	0.479586
152	424	1.000000	1.002604	1.002604	0.005708	0.005708	134.292673	134.292673	12	12	0.909091	0.000000	0.909091	0.000000	0.666667	0.381881	0.666667	0.381881
153	750	1.000000	1.003067	1.003067	0.007219	0.007219	149.181621	149.181621	29	29	0.909091	0.000000	0.909091	0.000000	0.858025	0.131381	0.858025	0.131381
154	422	1.000000	1.004324	1.001670	0.009666	0.006107	259.301548	160.769650	19	19	0.909091	0.000000	0.718103	0.330800	0.814815	0.169725	0.851852	0.256600
155	419	1.000000	1.004140	1.003078	0.007487	0.006425	153.929302	131.126926	25	25	0.909091	0.000000	0.833303	0.131268	0.717593	0.277893	0.717593	0.277893
156	421	1.000000	1.002651	1.002651	0.005844	0.005844	115.091446	115.091446	16	16	0.909091	0.000000	0.909091	0.000000	0.757143	0.219926	0.757143	0.219926
157	416	0.800000	1.006440	220.372114	0.011874	0.008556	258.302357	204.536951	11	9	0.909091	0.000000	0.599374	0.618344	0.657407	0.397070	0.268519	0.294410
158	418	1.000000	1.010360	1.010360	0.016574	0.016574	352.797241	352.797241	22	22	0.909091	0.000000	0.909091	0.000000	0.753968	0.293865	0.753968	0.293865
159	419	0.800000	1.004488	193.637464	0.009010	0.008445	176.097605	171.722887	17	15	0.606061	0.524864	0.608212	0.565031	0.541667	0.505181	0.750000	0.750000
160	419	1.000000	1.009225	1.002870	0.020747	0.012564	460.703883	281.820822	26	26	0.606061	0.524864	0.479638	0.462824	0.552083	0.508073	0.497222	0.433039
161	420	1.000000	1.007572	1.007572	0.014698	0.014698	292.749024	292.749024	6	6	0.606061	0.524864	0.606061	0.524864	0.500000	0.500000	0.500000	0.500000
162	421	1.000000	1.004769	1.004769	0.008899	0.008899	228.370544	228.370544	30	30	0.909091	0.000000	0.909091	0.000000	0.801235	0.172146	0.801235	0.172146
163	427	1.000000	1.002998	1.002297	0.005706	0.005020	88.627813	77.694095	39	39	0.606061	0.524864	0.546179	0.477514	0.608333	0.534049	0.633333	0.550757
