Tasks:50	Robots:15
Iteration	timeToScheduling	scheduledPercentage	fitnessExpected	fitnessObtained	energyExpected	energyObtained	timeExpected	timeObtained	payloadExpected	payloadObtained	meanNormEnergyE	stdNormEnergyE	meanNormEnergyO	stdNormEnergyO	meanNormPayloadE	stdNormPayloadE	meanNormPayloadO	stdNormPayloadO
29	39704	0.960000	1.059467	433.534813	0.121240	0.065972	2243.611277	1222.728329	161	156	0.848485	0.234726	0.609855	0.335920	0.591706	0.285035	0.510582	0.328413
30	39675	0.780000	1.051593	15622.041396	0.115846	0.085328	2274.433735	1670.022618	187	151	0.848485	0.234726	0.606325	0.345763	0.672269	0.282026	0.573578	0.319040
31	39992	0.960000	1.045584	435.933635	0.096547	0.063843	1698.657671	1145.305947	125	117	0.909091	0.000000	0.708155	0.228761	0.715335	0.175274	0.653418	0.268703
32	39800	0.980000	1.062024	112.363850	0.128019	0.068567	2357.432580	1271.326188	134	131	0.909091	0.000000	0.628745	0.303268	0.586124	0.183229	0.571254	0.357003
33	39600	0.940000	1.067182	1035.745078	0.145006	0.084200	2446.137892	1425.200936	165	149	0.909091	0.000000	0.554145	0.288018	0.740384	0.162938	0.578426	0.344089
34	39801	0.980000	1.040489	204.425062	0.079556	0.052550	1506.063030	988.545423	169	166	0.909091	0.000000	0.604728	0.307396	0.660639	0.165894	0.585827	0.285086
35	39882	0.960000	1.052048	422.909275	0.108224	0.069650	2355.035227	1468.188367	159	155	0.848485	0.234726	0.624461	0.281810	0.636984	0.224361	0.653948	0.244469
36	39779	0.940000	1.040990	448.077162	0.083980	0.043730	1524.292162	823.492419	168	158	0.909091	0.000000	0.532062	0.403238	0.655741	0.269203	0.407452	0.342353
37	39762	0.960000	1.037209	632.737078	0.080257	0.059236	1644.419743	1163.938109	212	205	0.909091	0.000000	0.704758	0.218285	0.782985	0.150527	0.775053	0.157070
38	39920	0.960000	1.053439	428.387428	0.117694	0.074633	2200.153295	1417.498514	159	154	0.909091	0.000000	0.726539	0.315794	0.664828	0.205515	0.626746	0.452181
39	39716	0.940000	1.048860	822.424464	0.103193	0.054891	2058.536965	1182.024597	161	156	0.909091	0.000000	0.655065	0.245705	0.667152	0.159377	0.595931	0.257286
40	39764	0.940000	1.050586	1249.485480	0.109787	0.079156	2062.970303	1451.340599	164	146	0.787879	0.319878	0.632277	0.365777	0.568180	0.312753	0.550283	0.343243
41	39878	0.980000	1.075783	106.963121	0.159141	0.097381	2805.864549	1715.691928	141	140	0.909091	0.000000	0.712725	0.388767	0.744068	0.242981	0.593720	0.328878
42	39957	0.940000	1.047030	457.519882	0.108560	0.066569	2093.986120	1306.361325	160	149	0.909091	0.000000	0.746935	0.530990	0.720996	0.208957	0.726332	0.483766
43	39841	0.960000	1.043750	445.221769	0.094217	0.069007	1658.780205	1195.177830	200	195	0.909091	0.000000	0.634656	0.342612	0.759464	0.172893	0.703677	0.361784
44	39922	0.920000	1.046107	1444.424723	0.093101	0.061551	1864.047788	1210.621389	185	171	0.909091	0.000000	0.564209	0.391287	0.692937	0.188230	0.557266	0.353743
45	39933	0.980000	1.030220	103.989042	0.062366	0.041545	1316.832344	874.853822	207	199	0.848485	0.234726	0.691014	0.419685	0.707035	0.245160	0.616621	0.342188
46	39996	0.940000	1.059247	365.186744	0.128542	0.073986	2418.910301	1364.639959	211	202	0.909091	0.000000	0.701535	0.556770	0.742614	0.167842	0.675889	0.316220
47	39615	0.960000	1.048516	615.922578	0.099673	0.059901	1934.600217	1124.987422	190	177	0.787879	0.319878	0.546715	0.353642	0.490278	0.243123	0.442487	0.307169
48	39877	0.980000	1.057750	203.197297	0.116487	0.072504	2069.874889	1233.718368	171	165	0.909091	0.000000	0.508502	0.299147	0.663179	0.232531	0.467222	0.279849
49	39661	0.820000	1.042869	10297.349295	0.102151	0.088990	2171.999065	1772.959637	183	149	0.909091	0.000000	0.698643	0.372002	0.698726	0.218628	0.624649	0.307380
50	39553	0.940000	1.040248	962.614146	0.086208	0.053677	1596.235136	1015.279738	158	149	0.909091	0.000000	0.595917	0.291502	0.588448	0.207075	0.525672	0.371713
51	39662	0.820000	1.050663	10422.234475	0.113501	0.092203	2483.285759	2090.211897	154	132	0.909091	0.000000	0.698432	0.503557	0.649571	0.190709	0.509574	0.273017
52	39813	0.980000	1.075414	204.134677	0.155675	0.099545	2746.937532	1741.412562	193	184	0.848485	0.234726	0.611603	0.311997	0.628304	0.255000	0.507256	0.245708
53	39619	0.960000	1.051157	456.662654	0.099324	0.065224	1962.683546	1271.630121	161	150	0.909091	0.000000	0.615599	0.319375	0.638942	0.246785	0.523439	0.316848
54	34024	0.760000	1.054871	21251.279141	0.111950	0.079100	2103.219869	1382.622503	195	154	0.909091	0.000000	0.591861	0.436455	0.722937	0.217094	0.613184	0.262237
55	39708	0.960000	1.042092	424.918050	0.101602	0.065947	1874.349771	1221.213873	182	174	0.848485	0.234726	0.637265	0.286592	0.610501	0.249200	0.614601	0.263599
56	39554	0.960000	1.056806	426.030387	0.115497	0.076262	2129.896170	1379.774997	174	169	0.909091	0.000000	0.725540	0.297239	0.644905	0.232734	0.718771	0.247156
57	39826	0.960000	1.034727	425.151465	0.081719	0.060008	1626.314408	1174.058074	144	142	0.909091	0.000000	0.722621	0.168000	0.671642	0.219566	0.692870	0.257572
58	39730	0.960000	1.040108	427.339126	0.081900	0.054154	1504.708947	982.962306	132	130	0.909091	0.000000	0.613039	0.369655	0.654656	0.247634	0.479393	0.353525
59	39546	0.920000	1.061395	2037.403980	0.112227	0.076997	2588.389612	1800.831204	141	125	0.909091	0.000000	0.719838	0.308857	0.571426	0.250401	0.548872	0.238916
60	40048	0.900000	1.042706	1909.735914	0.093368	0.056221	1786.896393	1048.992191	156	137	0.787879	0.319878	0.508966	0.480840	0.628069	0.293563	0.567397	0.528412
61	39771	0.960000	1.045436	609.764137	0.091996	0.060258	1690.114636	1147.468741	180	177	0.909091	0.000000	0.640660	0.251771	0.607854	0.215051	0.595385	0.318977
62	39816	1.000000	1.044806	1.011698	0.093127	0.048944	1860.322965	931.108001	148	148	0.909091	0.000000	0.605225	0.310048	0.729392	0.208947	0.538364	0.287872
63	39720	0.960000	1.040538	423.688135	0.087980	0.056560	1658.637113	986.334447	192	185	0.909091	0.000000	0.577394	0.331100	0.685437	0.209683	0.452392	0.310287
64	39831	0.980000	1.044654	204.810548	0.097165	0.072255	1842.817759	1255.897093	146	145	0.909091	0.000000	0.670294	0.293679	0.680304	0.203120	0.609193	0.244822
65	39929	0.960000	1.054178	610.459485	0.117564	0.080176	2306.841485	1530.739921	163	158	0.848485	0.234726	0.591333	0.329065	0.591019	0.218442	0.544231	0.292666
66	39716	0.940000	1.047729	774.732857	0.092725	0.059877	1746.179870	1099.923659	185	178	0.909091	0.000000	0.569742	0.338525	0.700758	0.211758	0.525622	0.339581
67	39763	0.980000	1.039064	204.328979	0.084276	0.053978	1512.992009	980.841080	175	173	0.848485	0.234726	0.584580	0.228340	0.564008	0.266116	0.499494	0.219091
68	39758	0.940000	1.040752	702.153025	0.085350	0.055835	1613.095612	1028.132302	119	114	0.848485	0.234726	0.570080	0.288942	0.707037	0.297296	0.633241	0.425453
69	39571	0.960000	1.040376	437.535962	0.078807	0.058412	1425.073222	1056.034192	168	166	0.909091	0.000000	0.672296	0.167813	0.654884	0.186399	0.656444	0.255758
70	39677	0.960000	1.035294	426.156129	0.075244	0.054877	1565.269915	1088.211574	173	168	0.909091	0.000000	0.700583	0.323403	0.613697	0.260617	0.560935	0.289054
71	39781	0.760000	1.047711	18577.662187	0.105767	0.069489	2340.406286	1470.994463	187	146	0.909091	0.000000	0.603105	0.491756	0.619458	0.220654	0.371862	0.258818
72	39617	0.960000	1.041118	627.013675	0.087911	0.059450	1749.313121	1205.031844	208	204	0.909091	0.000000	0.662856	0.168547	0.760811	0.142961	0.775353	0.173988
73	39542	0.980000	1.046802	203.264974	0.095979	0.065107	1870.180839	1256.634494	162	159	0.787879	0.319878	0.453355	0.315902	0.562615	0.316595	0.486073	0.354348
74	39581	0.920000	1.046300	2137.176745	0.103239	0.083383	2099.606618	1811.490786	177	156	0.909091	0.000000	0.729644	0.360099	0.730379	0.223240	0.634206	0.320614
75	39528	0.980000	1.055412	204.286878	0.119589	0.076871	2271.155168	1471.987783	180	176	0.909091	0.000000	0.644086	0.185648	0.654711	0.215388	0.664238	0.203361
76	39611	0.960000	1.060260	619.931454	0.127194	0.081686	2348.561884	1542.996837	219	209	0.848485	0.234726	0.648017	0.275112	0.705321	0.266246	0.644481	0.237024
77	39672	0.820000	1.048450	10580.810574	0.106658	0.068159	1953.525214	1240.145421	127	104	0.848485	0.234726	0.582827	0.455461	0.566389	0.287971	0.384336	0.324664
78	39847	0.980000	1.065518	204.378084	0.141383	0.099494	2523.776885	1691.008119	174	171	0.848485	0.234726	0.668867	0.321572	0.574533	0.280716	0.547651	0.242205
79	39664	0.980000	1.049506	204.891162	0.102225	0.062044	2258.859504	1332.380882	214	212	0.848485	0.234726	0.582860	0.316271	0.622642	0.269820	0.613536	0.301822
80	39711	0.960000	1.044850	455.732302	0.100123	0.061690	2046.523676	1268.974540	180	176	0.909091	0.000000	0.674964	0.312655	0.632346	0.224414	0.556765	0.282347
81	39848	0.980000	1.049585	203.299482	0.107191	0.058382	1997.784798	1145.825686	157	156	0.909091	0.000000	0.654031	0.306314	0.665090	0.179063	0.606364	0.286532
82	39849	0.960000	1.040308	611.100106	0.086462	0.056551	1626.466372	1073.902902	150	147	0.909091	0.000000	0.636851	0.332399	0.761473	0.249265	0.540715	0.337827
83	39902	0.960000	1.048772	420.606816	0.117526	0.072197	2290.427410	1233.971142	178	176	0.787879	0.319878	0.594999	0.351135	0.552771	0.265040	0.464566	0.316891
84	39693	0.980000	1.047778	104.676876	0.104071	0.065656	1885.624062	1224.024784	169	168	0.909091	0.000000	0.667253	0.258051	0.723519	0.225425	0.697257	0.320950
85	39739	0.980000	1.042043	203.143698	0.087970	0.058307	1825.282634	1227.139498	181	172	0.848485	0.234726	0.630383	0.269600	0.665265	0.265515	0.608108	0.283720
86	39608	0.960000	1.051495	614.850551	0.103635	0.063398	1834.947251	1127.405655	103	100	0.848485	0.234726	0.634075	0.290030	0.558340	0.292385	0.517085	0.311576
87	39653	0.960000	1.059142	619.526455	0.126319	0.077565	2404.680073	1470.882277	262	251	0.909091	0.000000	0.620500	0.274262	0.769558	0.133428	0.659531	0.243702
88	39612	0.820000	1.073161	11085.311814	0.148002	0.095916	3032.181395	1914.881080	202	172	0.909091	0.000000	0.607523	0.509960	0.744026	0.152791	0.409144	0.295786
89	39641	0.920000	1.042477	1770.954194	0.095158	0.073597	1881.982649	1508.946834	144	136	0.909091	0.000000	0.750785	0.364761	0.567447	0.249298	0.572067	0.291428
90	39648	0.740000	1.054585	23678.439906	0.106560	0.058717	1957.934565	1164.923345	168	118	0.909091	0.000000	0.495055	0.549164	0.648466	0.165437	0.391486	0.328151
91	39664	0.820000	1.050544	10565.901479	0.104265	0.087989	2131.670540	1828.444342	162	132	0.909091	0.000000	0.673627	0.413630	0.726700	0.223379	0.613638	0.316686
92	39655	0.940000	1.043659	703.841960	0.090894	0.052015	1994.194242	1105.774060	196	178	0.909091	0.000000	0.673567	0.332956	0.791577	0.155312	0.694762	0.262273
93	39806	0.940000	1.057933	718.996596	0.127045	0.089657	2461.354917	1648.758615	173	158	0.848485	0.234726	0.648929	0.385125	0.667778	0.270579	0.676733	0.622013
94	39599	0.920000	1.039566	1674.052737	0.092594	0.063364	1697.900452	1099.153153	162	149	0.848485	0.234726	0.563405	0.367922	0.664630	0.279030	0.603347	0.666966
95	39698	0.940000	1.065876	755.374121	0.127929	0.080905	2417.826110	1525.613232	150	139	0.909091	0.000000	0.714293	0.213448	0.735278	0.174651	0.752407	0.280915
96	39667	0.840000	1.050637	8438.599093	0.115683	0.122173	2191.903425	2113.210513	150	125	0.848485	0.234726	0.591143	0.429936	0.578598	0.294781	0.523280	0.330075
97	39915	0.940000	1.038552	1087.401557	0.086463	0.066373	1790.550473	1370.130175	123	112	0.909091	0.000000	0.757867	0.294885	0.724444	0.273157	0.658959	0.352348
98	39799	0.980000	1.042076	204.177438	0.088997	0.064956	1699.445722	1245.638076	189	188	0.909091	0.000000	0.665874	0.275422	0.694372	0.180722	0.636397	0.279393
99	39631	0.920000	1.042794	1118.622613	0.086764	0.060893	1729.375641	1195.208862	212	195	0.909091	0.000000	0.753905	0.354646	0.767121	0.175010	0.787778	0.241582
100	39565	0.940000	1.057219	366.242093	0.111561	0.075096	2214.657575	1511.705905	208	204	0.909091	0.000000	0.679184	0.316951	0.679380	0.171991	0.646746	0.274136
101	38599	0.760000	1.042482	20817.505883	0.089378	0.066335	1881.484018	1397.887878	183	135	0.909091	0.000000	0.565236	0.477622	0.772249	0.184564	0.439775	0.312540
102	39623	0.960000	1.042476	438.451625	0.093316	0.064061	1729.076526	1136.042636	211	201	0.909091	0.000000	0.700242	0.249161	0.669571	0.182609	0.704817	0.192728
103	39686	0.940000	1.042828	959.442991	0.087130	0.051413	1960.608937	1050.311731	133	130	0.848485	0.234726	0.568704	0.393145	0.592346	0.295680	0.514856	0.373900
104	39682	0.960000	1.061869	610.170245	0.138676	0.094706	2711.431782	1835.896355	170	166	0.909091	0.000000	0.702971	0.179151	0.601583	0.247224	0.603743	0.233978
105	39711	0.960000	1.039997	422.370158	0.078855	0.051175	1511.319347	1011.676910	204	200	0.848485	0.234726	0.594697	0.326119	0.603748	0.215418	0.538492	0.275807
106	39701	0.820000	1.053765	10311.675192	0.126478	0.102587	2452.622283	1957.717932	205	172	0.909091	0.000000	0.684361	0.295351	0.664101	0.249698	0.558598	0.295199
107	39775	0.960000	1.060958	611.892873	0.112391	0.069830	2177.566652	1375.848706	137	133	0.909091	0.000000	0.666936	0.219593	0.682399	0.247962	0.643915	0.289590
108	39476	0.960000	1.054665	428.744012	0.110883	0.061087	2257.476653	1250.771462	220	207	0.848485	0.234726	0.532977	0.323793	0.604630	0.237597	0.428660	0.261800
109	39599	0.880000	1.049683	4594.082934	0.106489	0.093927	2140.118303	1907.033484	189	166	0.909091	0.000000	0.774795	0.265145	0.744139	0.185990	0.677813	0.276673
110	39858	0.980000	1.053551	103.690862	0.112755	0.072186	1914.704608	1222.334972	153	151	0.787879	0.319878	0.583861	0.357275	0.613289	0.323289	0.544868	0.354273
111	39632	0.860000	1.047594	6330.834477	0.103380	0.082348	1964.065921	1473.386950	218	191	0.909091	0.000000	0.705030	0.305220	0.710265	0.179458	0.670537	0.236305
112	39541	0.920000	1.055601	1853.637052	0.104936	0.062267	2116.814033	1240.418953	171	152	0.909091	0.000000	0.498066	0.361318	0.657130	0.177696	0.491204	0.415462
113	39721	0.980000	1.054678	203.167279	0.105649	0.059997	1982.030492	1114.758754	177	175	0.909091	0.000000	0.673494	0.312777	0.632782	0.195883	0.521653	0.296283
114	39810	0.980000	1.064375	108.287393	0.134044	0.078229	2691.433339	1562.908583	204	201	0.909091	0.000000	0.648405	0.354067	0.718516	0.188275	0.691351	0.399615
115	39707	0.960000	1.043235	433.743614	0.091546	0.052364	1748.187092	1011.467760	160	158	0.909091	0.000000	0.683613	0.346746	0.676852	0.190411	0.593272	0.261281
116	39588	1.000000	1.036770	1.012111	0.076318	0.047673	1443.448831	885.191525	181	181	0.909091	0.000000	0.579071	0.288881	0.578230	0.183383	0.503042	0.280763
117	39723	0.980000	1.046124	203.043850	0.096652	0.049358	1840.662263	994.297084	196	195	0.848485	0.234726	0.601308	0.301949	0.546053	0.226455	0.550918	0.299282
118	39675	0.960000	1.044953	632.841756	0.086006	0.048153	1714.530603	958.982984	190	184	0.848485	0.234726	0.525478	0.349068	0.685194	0.250372	0.495595	0.312839
119	39558	0.980000	1.043950	104.229393	0.095092	0.062742	1825.312943	1234.465021	192	191	0.848485	0.234726	0.708196	0.319093	0.615062	0.251278	0.642738	0.316585
120	39816	0.980000	1.046385	203.398687	0.102227	0.066114	1638.048624	1058.678795	146	142	0.848485	0.234726	0.586317	0.323972	0.607593	0.225302	0.525040	0.301344
121	39669	0.940000	1.055103	997.180209	0.122793	0.081077	2331.502059	1399.937438	123	117	0.909091	0.000000	0.603234	0.367925	0.783775	0.229690	0.619259	0.392849
122	39763	0.960000	1.041340	441.647231	0.084297	0.046485	1731.429143	977.439592	195	182	0.848485	0.234726	0.574781	0.349038	0.672434	0.265011	0.534023	0.297191
123	39933	0.940000	1.056369	982.667000	0.122416	0.081808	2410.283560	1565.604401	144	136	0.848485	0.234726	0.564549	0.356913	0.615840	0.299701	0.548300	0.441112
124	39887	0.960000	1.049491	616.858815	0.100562	0.078171	1884.204346	1466.556861	133	130	0.909091	0.000000	0.711456	0.323731	0.625278	0.199618	0.634279	0.250698
125	39854	0.960000	1.038774	419.308244	0.091533	0.067439	1656.829292	1200.463886	143	138	0.909091	0.000000	0.709146	0.270685	0.692030	0.292187	0.595417	0.306283
126	39691	0.980000	1.049379	204.864783	0.102838	0.063802	1790.031715	1121.634982	143	142	0.848485	0.234726	0.530505	0.329031	0.574074	0.290291	0.487968	0.324070
127	39666	0.800000	1.041971	13491.137467	0.093267	0.071172	1783.082885	1452.330307	135	101	0.909091	0.000000	0.612444	0.401555	0.632656	0.241344	0.556019	0.313235
128	39646	0.840000	1.054934	8934.863863	0.114490	0.088648	2277.762010	1711.081893	232	189	0.848485	0.234726	0.612483	0.405463	0.692296	0.266726	0.475500	0.304440
129	39889	0.920000	1.054919	2165.412524	0.112522	0.081932	2039.637126	1526.267890	161	145	0.909091	0.000000	0.659368	0.484255	0.609614	0.232475	0.475026	0.324135
130	39990	0.900000	1.060760	2822.804206	0.125525	0.072652	2327.114354	1373.567679	137	125	0.909091	0.000000	0.609770	0.283739	0.706339	0.243450	0.692058	0.305614
131	39645	0.880000	1.070175	4703.599023	0.149067	0.113491	2483.510372	1899.890080	198	170	0.909091	0.000000	0.795174	0.197474	0.767045	0.213073	0.690556	0.224982
132	39774	0.980000	1.050408	204.144706	0.105931	0.071837	1846.484234	1222.765523	192	190	0.848485	0.234726	0.666460	0.270674	0.580000	0.235492	0.562212	0.246160
133	39717	0.960000	1.050314	618.290156	0.107060	0.070605	2227.379078	1481.355413	242	234	0.848485	0.234726	0.579741	0.314196	0.676587	0.239682	0.629778	0.305560
134	32796	0.780000	1.042903	16637.561434	0.091203	0.064200	1802.003656	1241.091103	203	157	0.909091	0.000000	0.546717	0.353458	0.679405	0.185316	0.523399	0.343482
135	38207	0.980000	1.063666	203.577034	0.128480	0.097680	2220.337632	1651.783181	132	131	0.909091	0.000000	0.693459	0.213800	0.735251	0.240681	0.755185	0.236339
136	39740	0.940000	1.038173	752.735129	0.086831	0.063877	1583.874042	1155.803066	208	194	0.909091	0.000000	0.680430	0.203340	0.651328	0.187219	0.782566	0.910872
137	39803	0.940000	1.048141	452.758468	0.105714	0.073218	2106.106699	1430.497165	133	127	0.909091	0.000000	0.681533	0.425187	0.684927	0.233665	0.553333	0.400774
138	39780	1.000000	1.044028	1.012511	0.099779	0.055763	1966.702531	1094.249752	134	134	0.848485	0.234726	0.601926	0.350990	0.630423	0.268612	0.552596	0.300498
139	40034	0.940000	1.069964	727.645119	0.146386	0.085166	2695.144918	1585.151308	146	135	0.909091	0.000000	0.643146	0.235883	0.575847	0.212651	0.569881	0.303609
140	39839	0.920000	1.047128	1239.004964	0.099990	0.062692	1972.832249	1242.074900	164	149	0.909091	0.000000	0.621394	0.401943	0.661984	0.167323	0.601931	0.416748
141	39659	0.980000	1.049757	206.021200	0.105621	0.068050	2279.732198	1453.026632	205	202	0.909091	0.000000	0.628287	0.255687	0.630344	0.176453	0.533878	0.231748
142	39876	0.940000	1.058657	404.867507	0.123749	0.065826	2378.866924	1335.638930	181	167	0.909091	0.000000	0.635129	0.359093	0.799958	0.174492	0.651834	0.349556
143	39666	0.980000	1.036611	205.977296	0.079601	0.051113	1592.595522	1021.950010	155	149	0.909091	0.000000	0.569496	0.363834	0.599321	0.223019	0.398620	0.249078
144	39631	0.940000	1.053257	840.467176	0.110371	0.059924	2063.776354	1126.729782	132	122	0.909091	0.000000	0.682196	0.273712	0.583011	0.277792	0.632743	0.494843
145	39649	0.800000	1.059581	13080.954382	0.129907	0.096400	2626.521715	1980.940700	157	117	0.909091	0.000000	0.598937	0.416940	0.615657	0.234567	0.424773	0.326917
146	39855	0.960000	1.043524	227.360537	0.091889	0.048603	1834.307244	1046.899880	173	162	0.909091	0.000000	0.669167	0.279505	0.630635	0.229241	0.607037	0.296973
147	39740	1.000000	1.044583	1.014905	0.092038	0.051400	1768.108700	937.312440	178	178	0.909091	0.000000	0.675364	0.256201	0.612751	0.163813	0.651429	0.271995
148	39747	0.980000	1.034800	203.144765	0.077689	0.055299	1440.998642	1004.630244	180	178	0.909091	0.000000	0.748619	0.222124	0.710908	0.203814	0.673393	0.229993
149	39984	0.980000	1.049149	205.539981	0.100774	0.059478	1740.744214	1051.080760	174	173	0.909091	0.000000	0.605348	0.291043	0.639444	0.142702	0.532813	0.269859
150	39924	0.960000	1.050229	417.954769	0.112338	0.078175	2098.059556	1466.978266	155	144	0.909091	0.000000	0.737037	0.195164	0.673598	0.209119	0.713161	0.225649
151	39605	0.760000	1.067389	19239.505124	0.133289	0.097865	2639.801693	1936.482060	190	145	0.909091	0.000000	0.641464	0.341526	0.626496	0.196092	0.594606	0.269495
152	39594	0.860000	1.066908	6275.878731	0.136039	0.102146	2608.474652	1933.657368	187	161	0.909091	0.000000	0.616854	0.337676	0.612474	0.226025	0.480556	0.299814
153	39782	0.980000	1.051884	203.625971	0.115244	0.070117	2181.898279	1290.375871	126	124	0.787879	0.319878	0.595255	0.356389	0.606958	0.332279	0.530604	0.390253
154	39704	0.940000	1.055186	1013.205177	0.111916	0.069920	2084.387195	1346.333355	142	134	0.848485	0.234726	0.637927	0.291435	0.631677	0.247266	0.574559	0.244491
155	39909	0.920000	1.044436	674.975688	0.087825	0.043406	1779.818141	912.767539	181	166	0.848485	0.234726	0.603916	0.388531	0.682187	0.250520	0.771574	0.710895
156	39779	0.920000	1.037105	2117.084644	0.079897	0.059783	1650.450509	1206.383130	169	158	0.848485	0.234726	0.637955	0.410188	0.640423	0.296785	0.525397	0.302443
157	39760	0.960000	1.041924	440.153452	0.089820	0.060486	1992.137010	1286.021628	157	149	0.848485	0.234726	0.652361	0.339497	0.631362	0.244614	0.525608	0.298767
