Tasks:10	Robots:4
Iteration	timeToScheduling	scheduledPercentage	fitnessExpected	fitnessObtained	energyExpected	energyObtained	timeExpected	timeObtained	payloadExpected	payloadObtained	meanNormEnergyE	stdNormEnergyE	meanNormEnergyO	stdNormEnergyO	meanNormPayloadE	stdNormPayloadE	meanNormPayloadO	stdNormPayloadO
45	1504	1.000000	1.011458	1.004028	0.021281	0.011611	436.334058	262.360226	42	42	0.909091	0.000000	0.619830	0.425758	0.763393	0.174583	0.527976	0.365088
46	1500	1.000000	1.017511	1.008680	0.031452	0.023938	593.018772	454.123411	51	51	0.909091	0.000000	0.728696	0.128928	0.852679	0.182327	0.850446	0.173035
47	1394	1.000000	1.006477	1.005183	0.017216	0.015759	361.849540	325.597708	22	22	0.909091	0.000000	0.837921	0.094072	0.717262	0.359565	0.785714	0.254216
48	1237	1.000000	1.007450	1.007450	0.017072	0.017072	300.564429	300.564429	37	37	0.909091	0.000000	0.909091	0.000000	0.943750	0.065749	0.943750	0.065749
49	1220	0.900000	1.008527	130.792860	0.016662	0.013704	343.843122	290.045916	65	59	0.909091	0.000000	0.804784	0.334258	0.893750	0.141973	0.925694	0.156698
50	1325	1.000000	1.008825	1.005710	0.019234	0.015605	317.018384	258.338942	51	51	0.909091	0.000000	0.776182	0.221276	0.841667	0.199304	0.762500	0.184278
51	1408	0.900000	1.011275	222.898524	0.020895	0.010819	455.362999	249.988079	31	28	0.909091	0.000000	0.510682	0.385227	0.712500	0.217466	0.526786	0.411748
52	1245	1.000000	1.017820	1.009790	0.035753	0.023143	631.003553	395.982838	66	66	0.681818	0.454545	0.371048	0.464398	0.625000	0.433993	0.425000	0.505800
53	1406	1.000000	1.007460	1.003921	0.016380	0.012667	263.523137	207.222986	39	39	0.681818	0.454545	0.570478	0.403566	0.510185	0.410765	0.566667	0.416333
54	1257	1.000000	1.005852	1.002518	0.013045	0.009215	256.570692	171.637703	73	73	0.909091	0.000000	0.578869	0.391637	0.909722	0.069444	0.692130	0.465387
55	1323	1.000000	1.005492	1.002740	0.011748	0.009255	267.954192	201.601700	29	29	0.909091	0.000000	0.744351	0.185571	0.787500	0.146170	0.779167	0.181238
56	1368	1.000000	1.008680	1.004811	0.020155	0.015101	390.716112	310.378101	47	47	0.909091	0.000000	0.748248	0.246767	0.889881	0.157147	0.866667	0.163299
57	1258	1.000000	1.007145	1.005091	0.018279	0.015655	362.948362	316.845478	24	24	0.909091	0.000000	0.791566	0.190470	0.694444	0.229061	0.694444	0.229061
58	1295	1.000000	1.008201	1.005072	0.025196	0.020550	403.371567	332.964747	28	28	0.909091	0.000000	0.831342	0.119187	0.916667	0.117851	0.916667	0.117851
59	1658	1.000000	1.006299	1.003674	0.011986	0.009405	230.442156	181.657155	30	30	0.909091	0.000000	0.748247	0.110714	0.706944	0.293460	0.708333	0.209718
60	2100	0.900000	1.006007	201.308244	0.013097	0.011674	251.697475	229.877411	23	21	0.909091	0.000000	0.665868	0.444904	0.744048	0.321429	0.727679	0.731253
61	2125	0.900000	1.009892	213.553565	0.022294	0.021827	481.097285	455.368010	36	29	0.909091	0.000000	0.926367	0.286145	0.777778	0.256600	0.731481	0.319142
62	1254	0.900000	1.008196	220.714863	0.018340	0.015974	325.816121	284.665997	58	51	0.909091	0.000000	0.809224	0.247531	0.880952	0.082479	0.866071	0.125000
63	1238	0.900000	1.008060	163.610333	0.016591	0.014974	381.196432	332.192864	13	12	0.909091	0.000000	0.875896	0.104664	0.691667	0.216667	0.691667	0.510174
64	1240	1.000000	1.013759	1.010661	0.032466	0.027778	532.271144	461.342642	25	25	0.909091	0.000000	0.845172	0.113540	0.680556	0.258099	0.677083	0.285399
65	1531	1.000000	1.010247	1.008238	0.020094	0.016313	386.112762	320.551767	42	42	0.909091	0.000000	0.765731	0.151152	0.897321	0.135507	0.879762	0.180089
66	1223	0.900000	1.007219	125.660135	0.016314	0.016764	312.712886	318.673743	57	52	0.681818	0.454545	0.658143	0.452623	0.732143	0.489255	0.748095	0.500015
67	1360	1.000000	1.006414	1.003964	0.016521	0.013897	349.883000	301.849102	30	30	0.909091	0.000000	0.849701	0.162763	0.816667	0.143372	0.776042	0.234085
68	1663	1.000000	1.027156	1.018225	0.058399	0.046940	888.405572	718.265718	23	23	0.909091	0.000000	0.793554	0.231073	0.714286	0.243587	0.741071	0.299340
69	1248	1.000000	1.009255	1.006228	0.019012	0.014173	357.413960	267.426075	12	12	0.909091	0.000000	0.770113	0.177591	0.850000	0.300000	0.833333	0.333333
70	1251	1.000000	1.008189	1.008189	0.018985	0.018985	300.144419	300.144419	35	35	0.909091	0.000000	0.909091	0.000000	0.937500	0.125000	0.937500	0.125000
71	1762	1.000000	1.005894	1.004914	0.015608	0.013585	351.353259	304.835580	48	48	0.681818	0.454545	0.613009	0.432376	0.659722	0.448118	0.636111	0.440293
72	1943	1.000000	1.017738	1.008924	0.037308	0.026992	634.500355	469.535158	50	50	0.909091	0.000000	0.740985	0.216153	0.813657	0.215178	0.791667	0.250000
73	1246	0.900000	1.011540	123.388642	0.027702	0.021894	528.716191	410.577099	41	36	0.681818	0.454545	0.632176	0.553521	0.591667	0.421966	0.611111	0.458123
74	1249	0.900000	1.007751	214.631889	0.016440	0.013939	329.507368	276.834939	16	15	0.909091	0.000000	0.812446	0.150660	0.508333	0.399421	0.508333	0.399421
75	1383	1.000000	1.007121	1.003364	0.015260	0.012040	326.628823	262.699284	36	36	0.909091	0.000000	0.721947	0.214864	0.791667	0.250000	0.819048	0.247252
76	1559	1.000000	1.014362	1.006615	0.026464	0.016782	427.161347	274.861824	38	38	0.909091	0.000000	0.609334	0.451296	0.802083	0.149749	0.590278	0.421500
77	1268	1.000000	1.014195	1.006779	0.028417	0.019388	492.600659	351.654133	43	43	0.909091	0.000000	0.735545	0.184837	0.745370	0.173966	0.738426	0.181503
78	1248	1.000000	1.008412	1.005593	0.016250	0.013582	325.451769	271.843204	39	39	0.909091	0.000000	0.739750	0.135698	0.725893	0.311669	0.750000	0.238690
79	1249	0.900000	1.004795	144.263502	0.016033	0.017343	297.956390	321.345083	48	46	0.909091	0.000000	0.960118	0.061725	0.732292	0.227618	0.834375	0.224392
80	1610	1.000000	1.012333	1.006940	0.026167	0.018491	441.890972	317.897770	39	39	0.909091	0.000000	0.722959	0.151084	0.764881	0.224697	0.750000	0.204124
81	1224	1.000000	1.006268	1.005212	0.013685	0.012734	245.623232	231.783044	26	26	0.909091	0.000000	0.893889	0.063082	0.685417	0.226729	0.685417	0.226729
82	1721	1.000000	1.008731	1.005114	0.016216	0.012495	385.031402	299.826411	17	17	0.909091	0.000000	0.746171	0.253918	0.779167	0.151153	0.716667	0.199072
83	1255	1.000000	1.009186	1.007836	0.017015	0.015462	298.131077	275.095982	38	38	0.909091	0.000000	0.856673	0.104835	0.764286	0.205793	0.752381	0.175093
84	2318	0.900000	1.007353	221.241678	0.017313	0.013316	428.739105	329.990832	45	41	0.681818	0.454545	0.528874	0.354279	0.513889	0.409192	0.513889	0.409192
85	1503	1.000000	1.012408	1.007208	0.026629	0.020555	501.817235	389.880348	38	38	0.909091	0.000000	0.746810	0.136130	0.781746	0.205891	0.763228	0.234377
86	2151	1.000000	1.012284	1.005614	0.025196	0.016416	472.430243	303.730647	32	32	0.681818	0.454545	0.559068	0.436333	0.500000	0.395285	0.505208	0.377451
87	1264	0.900000	1.010768	118.048783	0.022095	0.015188	454.312390	298.371412	39	36	0.909091	0.000000	0.726673	0.313720	0.808333	0.128019	0.730357	0.247599
88	1313	1.000000	1.006297	1.004222	0.014885	0.012808	276.337523	240.028733	24	24	0.909091	0.000000	0.817243	0.110490	0.765625	0.271833	0.762500	0.275000
89	1265	1.000000	1.011496	1.007472	0.022237	0.017204	378.811367	295.274743	48	48	0.909091	0.000000	0.800241	0.152010	0.879167	0.105738	0.883333	0.104527
90	1254	1.000000	1.010415	1.005933	0.018349	0.013931	338.063275	249.626563	44	44	0.681818	0.454545	0.392016	0.452963	0.592593	0.422287	0.331349	0.393978
91	1388	1.000000	1.016888	1.011414	0.031881	0.025981	578.334382	463.925339	29	29	0.909091	0.000000	0.794476	0.176848	0.638889	0.277778	0.655556	0.248824
92	1236	1.000000	1.011352	1.007944	0.022409	0.019002	477.583377	380.840287	35	35	0.909091	0.000000	0.812890	0.192402	0.666667	0.355903	0.666667	0.355903
93	1300	1.000000	1.006317	1.005489	0.015364	0.014651	248.672555	236.329002	52	52	0.681818	0.454545	0.608549	0.428787	0.609226	0.428757	0.590476	0.426556
94	1263	0.900000	1.006473	135.031396	0.014557	0.011947	238.550523	203.669262	73	67	0.909091	0.000000	0.831752	0.373966	0.945833	0.078617	0.918981	0.117942
95	1243	1.000000	1.018341	1.014330	0.040529	0.036852	866.579567	758.408560	25	25	0.909091	0.000000	0.856912	0.146957	0.881944	0.136790	0.881944	0.136790
96	2401	1.000000	1.008074	1.003900	0.016430	0.012258	292.732406	221.068551	13	13	0.681818	0.454545	0.519878	0.374462	0.708333	0.478714	0.666667	0.471405
97	1251	1.000000	1.005133	1.004182	0.016294	0.015342	315.779941	292.288894	28	28	0.681818	0.454545	0.646003	0.435932	0.385417	0.283364	0.385417	0.283364
98	1253	1.000000	1.011582	1.007447	0.024393	0.018492	457.522717	344.554845	55	55	0.909091	0.000000	0.736314	0.264413	0.763542	0.158237	0.812500	0.216506
99	1528	1.000000	1.009823	1.007619	0.023166	0.020080	482.919073	430.438708	85	85	0.909091	0.000000	0.862064	0.150707	0.958333	0.050000	0.958333	0.050000
100	2365	1.000000	1.008185	1.004387	0.016292	0.012716	390.610487	312.342375	32	32	0.909091	0.000000	0.762302	0.166894	0.900000	0.122474	0.900000	0.122474
101	1885	1.000000	1.008779	1.006820	0.017014	0.014944	364.406653	305.271613	81	81	0.681818	0.454545	0.633348	0.442707	0.679167	0.460148	0.677778	0.459200
102	1968	0.900000	1.009730	124.697759	0.020435	0.015685	493.876369	373.426744	29	27	0.909091	0.000000	0.763120	0.105867	0.763889	0.194444	0.858333	0.428931
103	1845	1.000000	1.006765	1.003083	0.013878	0.009517	263.751770	179.120890	41	41	0.909091	0.000000	0.583205	0.415104	0.725000	0.255857	0.505556	0.414699
104	1993	1.000000	1.006854	1.004045	0.015882	0.013373	351.744435	281.915211	24	24	0.909091	0.000000	0.744383	0.311321	0.725893	0.259240	0.616518	0.267521
105	1266	0.900000	1.010282	140.106374	0.022537	0.015607	395.455105	291.126164	52	47	0.681818	0.454545	0.514507	0.421213	0.585714	0.420722	0.605952	0.442377
106	2079	1.000000	1.004939	1.002259	0.009850	0.007354	188.754564	140.173496	25	25	0.681818	0.454545	0.535554	0.382762	0.462500	0.410595	0.460938	0.415656
107	1438	0.900000	1.009315	220.800493	0.018470	0.013917	461.364686	366.458694	46	41	0.681818	0.454545	0.528305	0.518632	0.640873	0.459101	0.669643	0.471442
108	1265	1.000000	1.003376	1.003376	0.010709	0.010709	242.177795	242.177795	31	31	0.909091	0.000000	0.909091	0.000000	0.770833	0.208333	0.770833	0.208333
109	1449	0.900000	1.007304	206.932549	0.014745	0.011344	304.724066	252.925103	41	37	0.681818	0.454545	0.697365	0.632665	0.571429	0.430819	0.594444	0.428751
110	1224	0.900000	1.014074	228.960310	0.030771	0.028729	642.110571	600.387724	33	29	0.681818	0.454545	0.653735	0.437390	0.507292	0.410205	0.497396	0.409343
111	1276	0.900000	1.006166	219.570712	0.014456	0.013144	257.561932	226.135687	49	41	0.909091	0.000000	0.808612	0.667512	0.656250	0.231278	0.439583	0.316036
112	1265	1.000000	1.013409	1.006134	0.025767	0.018512	468.885162	339.074628	25	25	0.909091	0.000000	0.675754	0.259114	0.775000	0.262996	0.750000	0.288675
113	1245	1.000000	1.009327	1.009327	0.019563	0.019563	363.299132	363.299132	20	20	0.909091	0.000000	0.909091	0.000000	0.558036	0.295723	0.558036	0.295723
114	1287	1.000000	1.009867	1.004640	0.019162	0.014023	389.581436	270.219446	55	55	0.909091	0.000000	0.710549	0.175544	0.927083	0.085898	0.895833	0.125000
115	2403	0.900000	1.011001	124.696421	0.024016	0.016248	470.547355	330.088273	49	44	0.909091	0.000000	0.832009	0.246338	0.930000	0.094516	0.932292	0.120203
116	1249	1.000000	1.006281	1.004073	0.012339	0.009861	304.033924	243.704369	27	27	0.681818	0.454545	0.579285	0.400155	0.661905	0.457837	0.650794	0.449518
117	1723	0.800000	1.008910	383.242123	0.023547	0.014732	399.481257	250.331335	30	26	0.909091	0.000000	0.667887	0.560902	0.875000	0.176777	1.000000	0.981307
118	1782	1.000000	1.010386	1.007736	0.020370	0.016728	332.412412	274.632881	41	41	0.909091	0.000000	0.757295	0.107648	1.000000	0.000000	0.975000	0.050000
119	2080	1.000000	1.006496	1.006496	0.016368	0.016368	293.018006	293.018006	42	42	0.909091	0.000000	0.909091	0.000000	0.840625	0.208010	0.840625	0.208010
120	1235	0.900000	1.008305	122.980088	0.014870	0.008504	248.701473	146.159804	63	56	0.909091	0.000000	0.372326	0.445460	0.934240	0.106068	0.598214	0.733883
121	1311	0.900000	1.009952	119.335076	0.019284	0.013625	409.681700	296.825762	49	46	0.909091	0.000000	0.678847	0.119353	0.833333	0.192450	0.874306	0.204946
122	1240	0.900000	1.017747	225.785011	0.033067	0.024033	616.247182	437.437275	37	34	0.681818	0.454545	0.504479	0.413978	0.658333	0.457347	0.640000	0.439394
123	1250	1.000000	1.011442	1.003535	0.025329	0.016808	429.972093	288.865117	30	30	0.909091	0.000000	0.583332	0.404477	1.000000	0.000000	0.750000	0.500000
124	2032	0.900000	1.007947	118.240036	0.015987	0.010662	303.427658	210.375560	65	59	0.909091	0.000000	0.715278	0.205429	0.849405	0.117182	0.836607	0.234528
125	1255	1.000000	1.004962	1.004382	0.010886	0.010311	263.430951	249.287274	76	76	0.681818	0.454545	0.637444	0.427074	0.715856	0.478345	0.712731	0.476452
126	1293	1.000000	1.009903	1.009282	0.023010	0.022389	371.833280	362.621421	17	17	0.909091	0.000000	0.901676	0.014829	0.554167	0.330929	0.554167	0.330929
127	1234	1.000000	1.011012	1.011012	0.019911	0.019911	346.868384	346.868384	61	61	0.681818	0.454545	0.681818	0.454545	0.667411	0.452070	0.667411	0.452070
128	1926	0.900000	1.010402	220.040103	0.019557	0.012617	338.203711	215.749621	60	54	0.909091	0.000000	0.549890	0.397394	0.801637	0.138196	0.562500	0.375000
129	1264	0.900000	1.013220	129.337467	0.027473	0.023565	492.375654	426.413136	42	40	0.681818	0.454545	0.609324	0.410435	0.590000	0.432512	0.702500	0.742086
130	1254	0.900000	1.007621	133.145776	0.014960	0.010164	296.316185	183.089771	30	27	0.909091	0.000000	0.678811	0.457897	0.676389	0.258930	0.376852	0.307089
131	1259	0.900000	1.010893	221.550872	0.027098	0.027692	410.834172	422.334986	33	30	0.909091	0.000000	1.045278	0.794452	0.773810	0.278683	0.732143	0.310666
132	2277	1.000000	1.021947	1.020397	0.049560	0.044235	743.397472	666.019897	21	21	0.909091	0.000000	0.887642	0.071134	0.812500	0.239357	0.789062	0.281105
133	1884	1.000000	1.017835	1.009733	0.031165	0.020542	600.192882	447.873499	43	43	0.909091	0.000000	0.782195	0.301326	0.707143	0.235012	0.716071	0.221171
134	1304	1.000000	1.010381	1.002829	0.020778	0.011525	425.666553	229.724659	32	32	0.681818	0.454545	0.491379	0.405325	0.531746	0.409942	0.493386	0.417361
135	1235	0.900000	1.010284	157.817585	0.020920	0.012606	394.133462	227.794815	44	35	0.909091	0.000000	0.525294	0.392168	0.675000	0.236291	0.470833	0.409692
136	1306	0.900000	1.007341	118.540786	0.014644	0.012304	276.455267	226.309389	25	24	0.909091	0.000000	0.793325	0.179523	0.732143	0.310666	0.869048	0.485037
137	1282	0.900000	1.010610	122.213323	0.021085	0.017531	353.115105	298.904427	43	38	0.909091	0.000000	0.798668	0.144451	0.912500	0.118145	0.970833	0.264706
138	1555	1.000000	1.012717	1.011092	0.023949	0.022525	487.240240	464.479150	67	67	0.681818	0.454545	0.641076	0.434234	0.718750	0.482776	0.695000	0.474798
139	1243	1.000000	1.011294	1.007828	0.020606	0.018682	493.091940	450.535942	20	20	0.909091	0.000000	0.878966	0.123461	0.708333	0.343592	0.687500	0.375000
140	1274	0.900000	1.008614	216.786201	0.017527	0.015563	291.821005	271.793294	43	40	0.909091	0.000000	0.902676	0.599020	0.733333	0.209497	0.735417	0.235346
141	1255	0.900000	1.010830	209.485030	0.022877	0.013433	426.372222	237.243893	27	26	0.909091	0.000000	0.644944	0.262826	0.681250	0.306441	0.487500	0.345172
142	1270	0.900000	1.008232	124.306189	0.020727	0.017310	335.404903	282.803151	70	62	0.909091	0.000000	0.786565	0.095037	0.912500	0.068550	0.891667	0.120142
143	1369	1.000000	1.008762	1.002562	0.017072	0.008463	276.835383	141.046860	58	58	0.909091	0.000000	0.700246	0.468169	0.919643	0.118001	0.649554	0.443405
144	1292	1.000000	1.016227	1.012504	0.028434	0.024711	585.595184	496.857742	29	29	0.909091	0.000000	0.850179	0.117825	0.699306	0.229940	0.699306	0.229940
145	1304	0.900000	1.012572	112.219758	0.031705	0.022112	605.216658	417.604197	38	33	0.909091	0.000000	0.803171	0.416828	0.662500	0.249583	0.829167	0.478496
146	1873	1.000000	1.008746	1.004562	0.017207	0.012137	322.080949	232.378789	84	84	0.681818	0.454545	0.516463	0.372051	0.750000	0.500000	0.725000	0.485627
147	1304	0.900000	1.011483	225.091244	0.023564	0.015272	404.986710	260.589560	38	34	0.909091	0.000000	0.690559	0.320539	0.750000	0.251661	0.745833	0.204294
148	2398	1.000000	1.010452	1.006454	0.020597	0.017132	353.222643	290.639599	71	71	0.681818	0.454545	0.573377	0.387097	0.570833	0.384509	0.572917	0.385103
149	2401	1.000000	1.013797	1.003771	0.027056	0.012349	495.526952	253.349528	37	37	0.909091	0.000000	0.682051	0.454701	0.817460	0.220515	0.473810	0.409662
150	1703	0.900000	1.014638	138.316779	0.030812	0.015818	536.297019	297.188965	54	49	0.909091	0.000000	0.769581	0.432836	0.857639	0.114741	0.858333	0.144978
151	2122	1.000000	1.008352	1.004637	0.015607	0.010446	333.997089	237.247843	21	21	0.909091	0.000000	0.735120	0.279149	0.859375	0.164372	0.846875	0.176887
152	1450	0.900000	1.013451	213.235545	0.027857	0.019168	500.306760	359.843524	37	36	0.909091	0.000000	0.679155	0.507119	0.764583	0.175907	0.502083	0.367699
153	1230	1.000000	1.008438	1.008438	0.019498	0.019498	380.153299	380.153299	53	53	0.454545	0.524864	0.454545	0.524864	0.253125	0.297625	0.253125	0.297625
154	1704	1.000000	1.005523	1.002680	0.010158	0.007429	185.611319	138.183227	26	26	0.909091	0.000000	0.672735	0.172639	0.775000	0.262996	0.755556	0.224433
155	1752	0.900000	1.014081	125.101793	0.026781	0.019189	455.832064	328.226542	68	61	0.909091	0.000000	0.709700	0.252645	0.988095	0.023810	0.973214	0.053571
156	1303	1.000000	1.012275	1.007341	0.020910	0.015946	383.341762	296.878004	49	49	0.909091	0.000000	0.789855	0.153922	0.941667	0.078764	0.909259	0.140594
157	1390	1.000000	1.014411	1.006370	0.032298	0.022237	589.181515	412.571392	85	85	0.909091	0.000000	0.677669	0.184786	0.961111	0.048432	0.968750	0.062500
158	1251	1.000000	1.014203	1.011931	0.029815	0.027543	509.311048	472.903872	33	33	0.909091	0.000000	0.884500	0.049182	0.716667	0.227303	0.716667	0.227303
159	1366	0.900000	1.016055	218.510938	0.030610	0.040000	531.534135	650.437208	52	47	0.909091	0.000000	0.733406	0.624196	0.858333	0.116667	0.610417	0.427816
160	1233	1.000000	1.016862	1.016862	0.034082	0.034082	602.141974	602.141974	56	56	0.909091	0.000000	0.909091	0.000000	0.827778	0.118113	0.827778	0.118113
161	1458	1.000000	1.011288	1.009607	0.026452	0.024772	437.792804	413.086987	41	41	0.909091	0.000000	0.883590	0.051001	0.781250	0.213478	0.781250	0.213478
