Tasks:5	Robots:3
Iteration	timeToScheduling	scheduledPercentage	fitnessExpected	fitnessObtained	energyExpected	energyObtained	timeExpected	timeObtained	payloadExpected	payloadObtained	meanNormEnergyE	stdNormEnergyE	meanNormEnergyO	stdNormEnergyO	meanNormPayloadE	stdNormPayloadE	meanNormPayloadO	stdNormPayloadO		Islands
0	123	1.000000	1.003186	1.003186	0.007245	0.007245	171.654110	171.654110	8	8	0.606061	0.524864	0.606061	0.524864	0.611111	0.535758	0.611111	0.535758		1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
1	128	1.000000	1.003445	1.002293	0.006360	0.005252	113.375460	89.607401	16	16	0.909091	0.000000	0.672117	0.201116	0.777778	0.254588	0.722222	0.254588		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
2	117	1.000000	1.013591	1.013591	0.024303	0.024303	472.516163	472.516163	30	30	0.909091	0.000000	0.909091	0.000000	0.888889	0.096225	0.888889	0.096225		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
3	126	1.000000	1.010901	1.010901	0.019880	0.019880	342.412637	342.412637	12	12	0.909091	0.000000	0.909091	0.000000	1.000000	0.000000	1.000000	0.000000		0	0	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	0	1
4	128	1.000000	1.003030	1.003030	0.008049	0.008049	195.102628	195.102628	42	42	0.909091	0.000000	0.909091	0.000000	0.966667	0.057735	0.966667	0.057735		0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
5	126	1.000000	1.003332	1.001970	0.007582	0.006051	154.322296	124.665974	20	20	0.909091	0.000000	0.606061	0.524864	0.812500	0.187500	0.416667	0.360844		1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0
6	128	1.000000	1.002684	1.001231	0.005375	0.003922	101.431380	75.128475	32	32	0.606061	0.524864	0.515187	0.466523	0.592593	0.525091	0.592593	0.525091		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7	122	1.000000	1.004554	1.004554	0.008417	0.008417	175.584328	175.584328	18	18	0.909091	0.000000	0.909091	0.000000	0.765873	0.213070	0.765873	0.213070		1	0	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
8	119	1.000000	1.005058	1.003566	0.010371	0.008870	208.442216	181.921267	10	10	0.909091	0.000000	0.763226	0.163414	0.741667	0.224072	0.741667	0.224072		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	126	1.000000	1.005492	1.003055	0.010254	0.006594	204.796880	135.351786	24	24	0.909091	0.000000	0.777331	0.303105	0.886243	0.151488	0.793651	0.180283		1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1
10	114	1.000000	1.004350	1.002538	0.008703	0.008203	158.720780	147.380033	11	11	0.909091	0.000000	0.842572	0.137095	0.791667	0.360844	0.770833	0.396928		1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11	127	1.000000	1.002541	1.001233	0.005033	0.003725	107.159174	81.671741	16	16	0.606061	0.524864	0.502982	0.462223	0.592593	0.525091	0.592593	0.525091		1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12	116	1.000000	1.006039	1.006039	0.013011	0.013011	220.944386	220.944386	22	22	0.909091	0.000000	0.909091	0.000000	0.962963	0.064150	0.962963	0.064150		0	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0
13	132	1.000000	1.004453	1.004453	0.009669	0.009669	181.685102	181.685102	16	16	0.909091	0.000000	0.909091	0.000000	0.900000	0.173205	0.900000	0.173205		1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14	138	1.000000	1.004120	1.004120	0.008180	0.008180	154.333276	154.333276	40	40	0.606061	0.524864	0.606061	0.524864	0.533333	0.461880	0.533333	0.461880		1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0
15	117	1.000000	1.004239	1.004239	0.009101	0.009101	176.844219	176.844219	28	28	0.909091	0.000000	0.909091	0.000000	0.812169	0.162715	0.812169	0.162715		1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
16	120	1.000000	1.004529	1.001959	0.011392	0.007315	224.857292	152.566150	21	21	0.909091	0.000000	0.758251	0.261262	0.794444	0.208389	0.785185	0.222592		0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1
17	121	1.000000	1.004005	1.004005	0.007716	0.007716	136.952843	136.952843	35	35	0.909091	0.000000	0.909091	0.000000	0.894444	0.091793	0.894444	0.091793		1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
18	122	1.000000	1.003381	1.002339	0.006443	0.005121	125.789194	105.249141	42	42	0.909091	0.000000	0.794188	0.244523	1.000000	0.000000	0.966667	0.057735		1	0	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19	128	1.000000	1.005180	1.005180	0.009553	0.009553	153.779145	153.779145	29	29	0.606061	0.524864	0.606061	0.524864	0.558333	0.510106	0.558333	0.510106		1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20	138	1.000000	1.003682	1.001379	0.006343	0.004040	100.584224	64.055897	36	36	0.303030	0.524864	0.192981	0.334253	0.266667	0.461880	0.266667	0.461880		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21	117	1.000000	1.008202	1.008202	0.015242	0.015242	254.678535	254.678535	18	18	0.909091	0.000000	0.909091	0.000000	0.866667	0.152753	0.866667	0.152753		0	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
22	129	1.000000	1.004369	1.004369	0.011297	0.011297	187.684857	187.684857	20	20	0.909091	0.000000	0.909091	0.000000	0.642857	0.311350	0.642857	0.311350		0	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1
23	122	1.000000	1.008221	1.008221	0.015428	0.015428	255.616733	255.616733	25	25	0.909091	0.000000	0.909091	0.000000	0.730556	0.235161	0.730556	0.235161		1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
24	127	1.000000	1.003821	1.003821	0.007694	0.007694	120.057118	120.057118	19	19	0.606061	0.524864	0.606061	0.524864	0.592593	0.525091	0.592593	0.525091		1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1
25	112	1.000000	1.004247	1.004247	0.008668	0.008668	191.774868	191.774868	15	15	0.909091	0.000000	0.909091	0.000000	0.704762	0.300113	0.704762	0.300113		0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0
26	115	1.000000	1.002176	1.002176	0.005458	0.005458	123.752580	123.752580	20	20	0.909091	0.000000	0.909091	0.000000	0.755556	0.214303	0.755556	0.214303		0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1
27	123	1.000000	1.002676	1.002676	0.006836	0.006836	111.991327	111.991327	44	44	0.606061	0.524864	0.606061	0.524864	0.644444	0.559100	0.644444	0.559100		1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1
28	129	1.000000	1.003778	1.003778	0.008100	0.008100	167.283015	167.283015	21	21	0.909091	0.000000	0.909091	0.000000	0.880952	0.206197	0.880952	0.206197		1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1
