Tasks:25	Robots:7
Iteration	timeToScheduling	scheduledPercentage	fitnessExpected	fitnessObtained	energyExpected	energyObtained	timeExpected	timeObtained	payloadExpected	payloadObtained	meanNormEnergyE	stdNormEnergyE	meanNormEnergyO	stdNormEnergyO	meanNormPayloadE	stdNormPayloadE	meanNormPayloadO	stdNormPayloadO		Islands
0	8364	0.960000	1.014345	110.652304	0.028288	0.019595	527.785333	364.625272	156	151	0.909091	0.000000	0.648780	0.183505	0.879110	0.118119	0.842715	0.173168		0	0	0	0	0	0	0	0	0
1	9263	0.920000	1.029181	485.925402	0.055148	0.032758	1139.762204	604.766660	50	48	0.909091	0.000000	0.891629	0.524869	0.815476	0.235527	0.773810	0.370417		0	0	0	0	0	0	0	0	0
2	8947	0.920000	1.017190	378.893402	0.034645	0.026797	763.541333	535.437314	62	56	0.909091	0.000000	0.807845	0.475352	0.704422	0.283645	0.546485	0.276374		0	0	0	0	0	0	0	0	0
3	2979	1.000000	1.029533	1.007295	0.055374	0.028988	1174.726952	589.862361	76	76	0.909091	0.000000	0.708423	0.285695	0.728704	0.240764	0.587358	0.314716		0	0	0	0	0	0	0	0	1
4	9543	0.960000	1.028986	106.185482	0.064173	0.031808	1323.222185	759.042758	80	78	0.909091	0.000000	0.707669	0.339890	0.654762	0.165139	0.588095	0.319500		0	0	0	0	0	0	0	0	0
5	9617	0.960000	1.021318	111.538916	0.041571	0.025337	792.403490	513.862156	61	60	0.909091	0.000000	0.700767	0.245544	0.477381	0.249848	0.513433	0.277270		0	0	0	0	0	0	0	0	0
6	9324	0.960000	1.025757	109.748899	0.053229	0.034732	1270.911606	799.672128	122	119	0.909091	0.000000	0.725200	0.384110	0.759954	0.158182	0.803855	0.190705		0	0	0	0	0	0	0	0	0
7	772	1.000000	1.035639	1.011959	0.070662	0.043632	1262.071308	760.218112	122	122	0.909091	0.000000	0.694787	0.187565	0.657124	0.253124	0.666950	0.202227		0	0	0	0	0	1	0	0	0
8	1654	1.000000	1.024897	1.016488	0.052205	0.044249	1185.523313	1003.041659	54	54	0.909091	0.000000	0.763944	0.094316	0.726417	0.317660	0.723810	0.313708		1	0	0	0	0	0	0	0	0
9	9033	0.920000	1.021045	235.588613	0.048991	0.023709	988.020521	512.261316	96	83	0.909091	0.000000	0.777117	0.618486	0.754762	0.196430	0.824320	0.457524		0	0	0	0	0	0	0	0	0
10	8702	0.960000	1.026186	115.494413	0.059924	0.037551	974.841318	649.271406	107	100	0.909091	0.000000	0.785378	0.280143	0.751984	0.154749	0.795933	0.168486		0	0	0	0	0	0	0	0	0
11	8673	0.960000	1.021610	104.929072	0.041406	0.026933	798.296692	528.655214	105	99	0.909091	0.000000	0.609498	0.202356	0.720049	0.171562	0.735922	0.339428		0	0	0	0	0	0	0	0	0
12	9282	0.960000	1.022944	208.254836	0.059804	0.039787	1120.654750	771.718864	99	94	0.909091	0.000000	0.729682	0.160313	0.690382	0.217340	0.682710	0.241122		0	0	0	0	0	0	0	0	0
13	8451	0.960000	1.014869	207.058985	0.033297	0.028653	686.074890	570.157466	122	118	0.909091	0.000000	0.797841	0.391248	0.727834	0.162670	0.770030	0.189175		0	0	0	0	0	0	0	0	0
14	9050	0.920000	1.019788	444.463717	0.042230	0.031577	823.633146	622.762119	142	132	0.909091	0.000000	0.870174	0.479714	0.791667	0.152069	0.801531	0.202195		0	0	0	0	0	0	0	0	0
15	8711	0.960000	1.019328	109.851182	0.044525	0.035329	883.439951	675.132284	72	71	0.909091	0.000000	0.794677	0.375447	0.782937	0.193333	0.798810	0.419999		0	0	0	0	0	0	0	0	0
16	9358	0.960000	1.027817	118.294340	0.055765	0.035613	1070.647620	678.791597	78	76	0.909091	0.000000	0.655751	0.232242	0.864048	0.143701	0.971429	0.405228		0	0	0	0	0	0	0	0	0
17	2752	1.000000	1.021580	1.011673	0.046889	0.035848	796.300644	610.968023	91	91	0.779221	0.343604	0.638399	0.324766	0.674206	0.339134	0.671429	0.342939		0	1	0	0	0	0	0	0	0
18	8534	0.960000	1.013685	109.135511	0.029420	0.020204	561.730941	392.417329	78	76	0.909091	0.000000	0.752892	0.409187	0.733560	0.211852	0.769345	0.244768		0	0	0	0	0	0	0	0	0
19	9255	0.920000	1.028355	284.738513	0.064406	0.034969	1283.589608	624.238659	72	65	0.909091	0.000000	0.791654	0.316961	0.796712	0.164042	0.717309	0.310406		0	0	0	0	0	0	0	0	0
20	9122	0.920000	1.019952	240.661042	0.045578	0.035164	837.089634	646.653176	102	100	0.909091	0.000000	0.722255	0.114270	0.810655	0.176180	0.936012	0.654523		0	0	0	0	0	0	0	0	0
21	8704	0.960000	1.031054	117.482739	0.058183	0.043333	1198.540768	871.936450	109	105	0.909091	0.000000	0.736919	0.155046	0.675478	0.170703	0.805896	0.540077		0	0	0	0	0	0	0	0	0
22	8632	0.960000	1.028739	108.684879	0.058299	0.037270	1041.111479	636.067472	138	135	0.909091	0.000000	0.712773	0.431084	0.750000	0.198665	0.727381	0.220307		0	0	0	0	0	0	0	0	0
23	8956	0.960000	1.017807	112.948096	0.034785	0.020014	641.213176	373.537400	91	89	0.909091	0.000000	0.586980	0.293247	0.670465	0.249982	0.530272	0.269800		0	0	0	0	0	0	0	0	0
24	5557	1.000000	1.033291	1.016183	0.064792	0.044601	1126.835245	774.685303	68	68	0.909091	0.000000	0.794324	0.235368	0.639553	0.317514	0.616521	0.328382		0	0	1	0	0	0	0	0	0
25	8947	1.000000	1.038805	1.017380	0.080048	0.058214	1697.164191	1223.616349	124	124	0.909091	0.000000	0.732769	0.174154	0.925000	0.112731	0.925000	0.129904		0	0	0	0	0	0	0	1	0
26	8617	0.960000	1.027164	111.019338	0.055992	0.032268	945.941765	563.343341	64	62	0.909091	0.000000	0.778403	0.325298	0.679365	0.164764	0.709524	0.228087		0	0	0	0	0	0	0	0	0
27	9051	0.960000	1.019451	112.021819	0.044103	0.037652	799.103704	682.192531	118	114	0.909091	0.000000	0.827728	0.158217	0.741327	0.186980	0.761224	0.259678		0	0	0	0	0	0	0	0	0
28	9128	0.960000	1.020590	208.052562	0.045693	0.035513	976.305234	743.557023	68	66	0.909091	0.000000	0.752317	0.213936	0.526587	0.249804	0.598889	0.263399		0	0	0	0	0	0	0	0	0
29	1298	1.000000	1.015156	1.006655	0.030778	0.021855	723.101067	502.613245	215	215	0.779221	0.343604	0.560774	0.291242	0.804233	0.356598	0.800340	0.357007		0	0	0	0	0	0	0	0	1
30	8640	0.920000	1.017116	520.553874	0.037063	0.021327	754.264745	471.530344	65	63	0.909091	0.000000	0.820601	0.503854	0.740476	0.227325	0.846712	0.982921		0	0	0	0	0	0	0	0	0
31	8718	0.920000	1.043585	468.369543	0.087575	0.060613	1478.331873	969.485447	67	64	0.909091	0.000000	0.761279	0.447943	0.759637	0.218255	0.752438	0.632332		0	0	0	0	0	0	0	0	0
32	9627	0.960000	1.030472	119.506568	0.057572	0.033571	1242.385117	659.001751	61	60	0.909091	0.000000	0.684441	0.329858	0.630754	0.273509	0.569841	0.340038		0	0	0	0	0	0	0	0	0
33	9335	0.960000	1.021229	113.821565	0.043333	0.026974	749.973073	502.187417	68	66	0.909091	0.000000	0.756568	0.436686	0.830748	0.213640	0.680385	0.382422		0	0	0	0	0	0	0	0	0
34	8824	0.960000	1.031747	122.547427	0.067316	0.046742	1250.183222	885.558669	75	70	0.909091	0.000000	0.783340	0.329407	0.623682	0.200273	0.655357	0.237177		0	0	0	0	0	0	0	0	0
35	8514	0.960000	1.034156	208.387969	0.067292	0.038719	1329.158458	716.757342	97	88	0.909091	0.000000	0.615300	0.301333	0.715091	0.221952	0.626531	0.257663		0	0	0	0	0	0	0	0	0
36	6517	1.000000	1.016019	1.006422	0.031383	0.020741	623.730293	413.058890	93	93	0.779221	0.343604	0.576490	0.324343	0.627559	0.324916	0.599660	0.303443		0	0	1	0	0	0	0	0	0
37	10359	0.960000	1.024460	206.095330	0.059448	0.037624	1096.082804	700.322633	100	98	0.909091	0.000000	0.747601	0.309039	0.694331	0.144281	0.647203	0.173959		0	0	0	0	0	0	0	0	0
38	1408	1.000000	1.019366	1.009533	0.037919	0.028448	749.494728	510.957649	143	143	0.779221	0.343604	0.552692	0.403235	0.711650	0.337772	0.560799	0.401767		1	0	0	0	0	0	0	0	0
39	5454	1.000000	1.023965	1.011203	0.048275	0.034900	1018.736179	716.565543	115	115	0.909091	0.000000	0.617458	0.343022	0.686735	0.159089	0.518078	0.276681		0	0	0	0	0	0	0	1	0
40	10437	0.960000	1.042422	108.709227	0.086929	0.058034	1977.156305	1353.474656	110	100	0.909091	0.000000	0.760136	0.287001	0.769558	0.181900	0.815575	0.227948		0	0	0	0	0	0	0	0	0
41	4042	1.000000	1.030423	1.010335	0.065308	0.035956	1261.916319	721.315347	82	82	0.909091	0.000000	0.709355	0.261219	0.619690	0.254001	0.670682	0.214944		0	0	0	0	0	0	0	1	0
42	9287	0.960000	1.023239	109.984119	0.045716	0.033631	851.195908	630.282615	119	114	0.909091	0.000000	0.793755	0.378475	0.851463	0.096103	0.858112	0.116558		0	0	0	0	0	0	0	0	0
43	9308	0.920000	1.028543	508.793499	0.053613	0.028316	1138.652556	572.452187	53	49	0.909091	0.000000	0.661917	0.229391	0.862500	0.203997	0.880952	0.253937		0	0	0	0	0	0	0	0	0
